Country,Name,Club,Position,Games,Goals
Belarus,Joseph Bailey,Torpedo Zhodino,forward,61,2
Barbados,Samuel Khan,Silver Sands,midfielder,82,108
Cameroon,Mathew Stevens,APEJES Academy,midfielder,67,103
Eritrea,Brandon Mclean,Denden FC,midfielder,74,55
Iran,Michael Fisher,Persepolis,defender,66,79
Thailand,Kathy Leblanc,BG Pathum United,forward,71,35
Saint Kitts and Nevis,Christopher Powers,St. Paul's United,defender,73,40
Guyana,Elizabeth Vega,Fruta Conquerors,defender,67,81
Maldives,Thomas Allen,Maziya,forward,71,46
Namibia,Julia Cohen,Tura Magic,defender,69,12
Kuwait,Mr. James Snyder MD,Al Arabi,forward,52,24
Burundi,Manuel Hill,Musongati FC,midfielder,43,66
Armenia,Jordan Robinson,Alashkert,goalkeeper,34,-10
Ghana,Gary Rogers,Great Olympics,defender,40,34
Ecuador,Joseph Black,LDU Quito,forward,43,54
Switzerland,John Walters,St. Gallen,forward,47,62
Palau,Ronald West,Surangel Kings,midfielder,63,85
Somalia,Cheryl Bailey,Banaadir Telecom,goalkeeper,56,-48
Austria,Scott Guzman,LASK,midfielder,64,42
Mauritius,Amanda Davis,Flacq United,midfielder,48,47
Norway,Pamela Tapia,Lillestrom,goalkeeper,50,-54
Eritrea,Brent Rocha,Adulis Club,goalkeeper,46,-65
Belgium,Ryan Morales,Standard Liege,midfielder,50,41
Nigeria,Daniel Smith,Enyimba,forward,54,51
Sri Lanka,Michael Mason,Renown,midfielder,83,43
Botswana,Joel West,Mochudi Centre Chiefs,midfielder,65,19
Rwanda,Thomas Smith,Bugesera,defender,59,91
El Salvador,Kristin Andersen,Alianza,defender,59,46
Lithuania,Jessica Dillon,Zalgiris Vilnius,midfielder,31,49
Barbados,Jacqueline Barnett,Weymouth Wales,goalkeeper,52,-78
Austria,Stacey Allen,Sturm Graz,defender,53,62
Djibouti,Lauren Mclean,AS Port,goalkeeper,47,-81
Switzerland,Robert Young DDS,Basel,defender,61,27
Poland,Margaret Kennedy,Pogon Szczecin,defender,55,24
Indonesia,Andrew Morris,Arema FC,midfielder,49,19
Seychelles,Katrina Davis,Light Stars,goalkeeper,62,-43
Samoa,Tracy Anderson,Vaivase-tai,defender,53,87
Turkey,Brittany Sanchez,Besiktas,midfielder,58,45
China,Willie Kane,Beijing Guoan,midfielder,68,11
Cameroon,Eric Ortega,Canon Yaounde,forward,58,20
Austria,Dr. Allen Lopez,Rapid Wien,defender,32,25
Sudan,Sean Williams,Al Merreikh,midfielder,75,28
South Sudan,Michael Allison,Al Rabita Juba,midfielder,61,77
Papua New Guinea,Matthew Smith,Star Mountain,defender,62,58
Uzbekistan,Michael Carey,Lokomotiv Tashkent,midfielder,59,38
Colombia,Carolyn Davis,Deportivo Cali,forward,65,51
Montenegro,Dr. Ana Stewart,Buducnost,defender,60,26
Tanzania,Frank Scott,Mbeya City,forward,69,86
Trinidad and Tobago,Tina Pollard,Club Sando,goalkeeper,67,-30
Saint Vincent and the Grenadines,Ryan Glover,Camdonia Chelsea,forward,61,85
Yemen,Jennifer Flores,Al Tilal,forward,52,35
Samoa,Jacqueline Howard,Kiwi FC,forward,58,31
Mauritius,Robert Lopez,Curepipe Starlight,goalkeeper,49,-69
Haiti,Angela Miller,Baltimore SC,forward,32,74
Algeria,Rita Johnson,USM Alger,forward,59,66
Somalia,Susan Briggs,Elman FC,midfielder,68,65
Korea (North),Jennifer Ryan,Sobaeksu,defender,50,52
Austria,Jessica Murphy,WSG Tirol,goalkeeper,45,-32
Russia,Gwendolyn Anderson,CSKA Moscow,goalkeeper,48,-51
Kuwait,Alexandra Vazquez,Al Arabi,forward,44,59
Cuba,Philip Harris,FC La Habana,midfielder,65,56
Italy,Kristy Patton,Fiorentina,midfielder,60,83
Lithuania,Mark Watson,Panevezys,goalkeeper,76,-52
Burundi,Kathleen Hoffman,Aigle Noir,goalkeeper,57,-62
Cambodia,Tommy Thompson,Soltilo Angkor,defender,74,1
Tanzania,Richard Smith,Young Africans,goalkeeper,70,-52
Finland,Donna Roman,Ilves,goalkeeper,66,-91
Zambia,Michael Edwards,Zesco United,midfielder,66,100
Iraq,Paula Page,Al Minaa,goalkeeper,59,-26
France,Bernard Hamilton,Monaco,forward,58,42
Bulgaria,Richard Johnson,Ludogorets,forward,56,49
Korea (South),Debbie Lozano,Suwon Bluewings,midfielder,43,84
Greece,Richard Martin,Panathinaikos,goalkeeper,56,-55
Malaysia,Jonathan Frost,Selangor,defender,46,45
Georgia,Henry Nelson,Torpedo Kutaisi,goalkeeper,44,-69
Vanuatu,Jessica Evans,Tafea,midfielder,61,71
Bangladesh,Timothy Kennedy,Mohammedan SC,midfielder,64,28
Micronesia,Erica Wagner,Yap,forward,59,72
Tunisia,Howard Thomas,Esperance,midfielder,47,87
Uruguay,Bryan Gomez,Fenix,goalkeeper,61,-63
Mauritania,Patricia Peterson,Nouadhibou,goalkeeper,70,-76
Zimbabwe,Kimberly Powell,FC Platinum,goalkeeper,72,-54
Egypt,Katrina Lara,Al Masry,goalkeeper,81,-86
Korea (North),Mario King,April 25,forward,51,30
Austria,Christopher Donaldson,Red Bull Salzburg,defender,68,32
Zambia,Brad Douglas,Kabwe Warriors,forward,61,47
Sri Lanka,Nicholas Cruz,Java Lane,forward,49,47
Niger,Kathryn Mcdaniel,ASFAN,forward,54,24
Czech Republic,Jacqueline Francis,Bohemians 1905,forward,62,1
Oman,Kimberly Walters DVM,Sohar,goalkeeper,63,-56
Serbia,Matthew Brown,Cukaricki,forward,65,58
Saint Lucia,Sara Cantrell,Micoud,defender,63,64
Indonesia,Scott Robinson,Bali United,goalkeeper,66,-36
India,Charles Horton,ATK Mohun Bagan,midfielder,54,17
Japan,Joseph Stewart,Kawasaki Frontale,defender,75,24
Sudan,Amber Adams,Al Shorta,forward,73,45
Grenada,Amy Brewer,Queens Park Rangers,goalkeeper,55,-84
Venezuela,Samuel White,Deportivo La Guaira,midfielder,53,73
Luxembourg,Susan Wilson,Fola Esch,defender,51,3
Australia,Dr. Valerie Ross,Sydney FC,defender,49,42
Jamaica,Sheryl Williams,Portmore United,defender,65,37
Tanzania,Joseph Perry,Azam,forward,66,29
Czech Republic,Scott Cunningham,Sparta Prague,defender,66,85
Cambodia,Dana Patterson,Kirivong Sok Sen Chey,midfielder,67,67
Kenya,Jordan Copeland,Gor Mahia,forward,69,40
Algeria,Donald Watts,MC Oran,forward,81,28
Samoa,Howard Maynard,Moataa,midfielder,70,41
Australia,Alexandra Torres,Brisbane Roar,forward,62,77
Fiji,Nancy Schneider,Rewa FC,forward,51,19
Indonesia,Michael Gonzalez,Bali United,defender,54,92
Brunei,Mary Stephens,Kasuka FC,midfielder,45,49
Norway,Ariana Leon,Bodo/Glimt,forward,55,70
Azerbaijan,Mr. John Johnson,Neftchi Baku,midfielder,58,58
Iran,Gary Nelson,Gol Gohar,goalkeeper,60,-54
Dominica,Andrea Mathews,Dublanc FC,forward,62,58
Madagascar,John Mcbride,ASJ Analamanga,defender,48,90
Nauru,Curtis Price,Anetan,forward,72,21
Zimbabwe,Benjamin Harrison,Chicken Inn,defender,38,29
Cuba,Mary Hicks,FC Villa Clara,forward,45,56
Mongolia,Michaela Harper,Khangui,goalkeeper,62,-23
Nigeria,Yolanda Delgado,Kano Pillars,defender,72,47
Ecuador,Allison Caldwell,Barcelona SC,midfielder,60,25
Burkina Faso,Holly King,RC Bobo,midfielder,43,53
Latvia,Cynthia Harrington DDS,Daugavpils,goalkeeper,75,-79
Mali,Steven Wiggins,Stade Malien,midfielder,57,30
Chad,Ronald King,Foullah Edifice,goalkeeper,49,-43
Paraguay,Peter Henderson,Nacional,midfielder,49,1
Bahrain,Erica Gibson,Al-Najma,forward,50,46
Nauru,Jacob Ross,Yaren,goalkeeper,64,-33
Djibouti,Brad Castro,CF Garde Republicaine,defender,67,53
Cape Verde,Carl Mcclain,CS Mindelense,defender,72,96
Niger,Timothy Bryant,ASFAN,goalkeeper,49,-42
China,Christopher Mathews,Beijing Guoan,goalkeeper,72,-1
Tonga,Monique Lee,Lotoha'apai,forward,50,101
Syria,Katherine Tate,Al Shorta,goalkeeper,35,-48
France,George Sanchez,Lyon,goalkeeper,71,-23
Bangladesh,Thomas Dalton,Bashundhara Kings,midfielder,72,71
Egypt,Kelsey Marshall,Al Masry,goalkeeper,74,-69
Cambodia,Kathryn Woodward,Soltilo Angkor,defender,67,1
Maldives,Jason Benson,New Radiant,defender,42,34
Burundi,Jonathan Smith,Vital'O,midfielder,64,85
United Arab Emirates,Brian Erickson,Shabab Al Ahli,forward,29,98
Montenegro,Peter Castillo,Iskra,goalkeeper,63,-45
Germany,Alyssa Gonzalez,RB Leipzig,goalkeeper,57,-28
Maldives,Terry Hayes,Club Eagles,defender,65,23
France,Jennifer Baker,Nice,defender,58,25
Russia,Eric Thornton,CSKA Moscow,goalkeeper,58,-26
Monaco,Jonathan Rodriguez,Fontvieille,goalkeeper,48,-48
Marshall Islands,Danielle Morales,Arno FC,forward,58,42
Seychelles,Tracie Harris,Northern Dynamo,defender,77,68
Vietnam,Elizabeth Trujillo,Hoang Anh Gia Lai,defender,58,50
Brunei,Brian White,Lun Bawang,forward,67,66
Iran,Ronald Rivera,Persepolis,defender,60,32
Argentina,Jeremy Gutierrez,Independiente,defender,68,44
Turkmenistan,Teresa Foley,Nebitchi,midfielder,40,27
Lesotho,Jill Brown,Lioli,midfielder,70,37
Uruguay,Susan Campbell,Nacional,defender,65,21
Liberia,Steven Dennis,Invincible Eleven,forward,59,48
Jamaica,Michael Alvarez,Mount Pleasant,defender,53,74
Israel,Emily Gordon,Maccabi Netanya,midfielder,64,79
Jordan,Cole Baldwin,Al Jazeera,forward,50,27
Netherlands,Tammy Nguyen,Vitesse,goalkeeper,60,-44
Belarus,Joseph Wilson,BATE Borisov,goalkeeper,66,-26
Panama,Randy Riley,San Francisco,forward,41,76
Benin,Julia Burns,Buffles du Borgou,midfielder,49,64
North Macedonia,Antonio Andrews,Shkendija,midfielder,57,61
Jamaica,Mrs. Andrea Rodriguez DVM,Mount Pleasant,midfielder,82,103
Saint Lucia,Douglas Morris,Marchand,midfielder,48,51
Dominica,John Peterson,South East FC,forward,59,44
Uzbekistan,James Foster MD,Nasaf,defender,62,44
Monaco,Michele Huynh,Jeunesse d'Antibes,forward,57,55
Kyrgyzstan,Renee Kelly,Kara-Balta,forward,58,18
Belgium,Christopher Ramsey,Standard Liege,goalkeeper,76,-61
Moldova,Angela Mitchell,Milsami,goalkeeper,51,-29
Grenada,Bryan Ross,Fontenoy United,midfielder,64,65
Guatemala,Alexander Patrick,Municipal,goalkeeper,73,-35
Bosnia and Herzegovina,Candice Gray,Radnik Bijeljina,goalkeeper,56,-61
Solomon Islands,James Oconnor,Solomon Warriors,defender,38,55
Cuba,Mr. Jonathan Zimmerman,FC Guantanamo,defender,87,57
Guinea,Martin Shields,Satellite FC,goalkeeper,58,-28
Oman,Jack Pittman,Al Oruba,goalkeeper,61,-46
Mauritania,Michelle Roach,ACS Ksar,midfielder,43,79
Antigua and Barbuda,Jesse West,Liberta FC,defender,62,26
Bolivia,Jordan Miller,Jorge Wilstermann,goalkeeper,58,-94
Brazil,Samuel Fox,Santos,defender,60,48
Algeria,Pamela Davis,CR Belouizdad,goalkeeper,62,-53
Turkmenistan,Ashley Williams,Altyn Asyr,midfielder,69,17
Chad,Mark Cook,Foullah Edifice,forward,70,63
Palau,Chad Edwards,New Stars,goalkeeper,84,-30
North Macedonia,Cheryl Conway,Shkendija,midfielder,60,39
Myanmar,Jordan Cochran,ISPE,forward,50,70
Somalia,Christopher Preston,Banaadir Telecom,forward,61,8
Mauritius,Sheila Stafford,Curepipe Starlight,defender,83,63
Antigua and Barbuda,Danny Crawford,Liberta FC,goalkeeper,37,-1
Morocco,Brandon Lawrence,FUS Rabat,defender,69,66
Congo,Linda Thomas,Vita Club Mokanda,defender,61,75
Paraguay,Olivia Salazar PhD,Libertad,midfielder,48,93
Bahrain,Ricardo Wright,Manama Club,forward,47,1
Eswatini,Adam Atkins,Manzini Wanderers,forward,49,36
Singapore,Melanie Perez,Hougang United,midfielder,83,26
Costa Rica,Jeremy Weber,San Carlos,goalkeeper,84,-69
Kyrgyzstan,Pamela Walker,Dordoi Bishkek,midfielder,58,30
Sri Lanka,Dawn Adams,Defenders,goalkeeper,67,-20
Tanzania,Michael Sosa,Biashara United,midfielder,65,65
Comoros,Danielle Stewart,Coin Nord,goalkeeper,52,-34
Australia,Tina Bentley,Melbourne City,defender,53,20
Germany,Harry Frazier,Borussia Dortmund,goalkeeper,51,-80
Tonga,Anna Johnson,Ngele'ia,defender,78,35
Guinea,Kiara Harrison,Wakriya,goalkeeper,21,-25
Nigeria,Brandy Sanchez,Kano Pillars,defender,70,52
Andorra,Michelle Pittman,UE Engordany,defender,50,30
Maldives,John Rodriguez,Green Streets,midfielder,57,41
Cuba,Joseph Brooks,FC Villa Clara,defender,70,64
Oman,Daniel Hubbard,Al Nasr,goalkeeper,67,-87
Kiribati,Debra Collins,Betio,forward,64,55
Switzerland,Hannah Hobbs,Luzern,goalkeeper,60,-29
Madagascar,Randall Wilson,Fosa Juniors,defender,65,54
Vanuatu,Bianca Robinson,Shepherds United,goalkeeper,64,-56
Cape Verde,Bridget Johnson,Derby FC,midfielder,52,110
Bhutan,Brandon Schroeder,Thimphu City,goalkeeper,71,-31
France,Jessica Bates,Nice,defender,50,69
San Marino,Angela Wilson,Murata,forward,39,27
Bahrain,John Rice,East Riffa,goalkeeper,73,-2
Yemen,Charles Conrad,Al Tadamon,midfielder,69,66
Jamaica,Jacqueline Davis,Mount Pleasant,defender,49,1
Central African Republic,Traci Russell,ASDR,goalkeeper,70,-9
Armenia,Wanda Walker,Ararat-Armenia,defender,52,68
Lithuania,Rhonda Gillespie,Panevezys,midfielder,49,37
Papua New Guinea,Jennifer Johnson,Toti City,goalkeeper,79,-58
Kiribati,Andrew Powers,Abaiang,forward,25,33
North Macedonia,Eric Cortez,Shkupi,goalkeeper,67,-5
Philippines,James Clark,Ceres-Negros,forward,54,68
Niger,Elizabeth Moore,Sahel SC,defender,74,77
Qatar,Dawn King,Al Duhail,midfielder,85,46
Poland,Shari Buck,Piast Gliwice,goalkeeper,40,-91
Peru,Erik Flores,Universitario,goalkeeper,56,-46
Grenada,Michelle Warren,Paradise FC International,midfielder,60,1
Vanuatu,Daniel Mitchell,Seveners United,midfielder,61,122
Grenada,Michael Burgess,Hard Rock FC,goalkeeper,39,-64
Tonga,Christopher Ford,Navutoka,goalkeeper,62,-1
Malta,Justin Morris,Gzira United,defender,66,63
Angola,Jessica Le,Academica do Lobito,midfielder,70,39
Russia,Bridget Reyes,Lokomotiv Moscow,defender,55,20
Uganda,Vanessa Chang,URA,midfielder,53,57
Gambia,Lindsey Webster,Fortune FC,midfielder,57,70
Israel,Katherine Mcgee,Hapoel Be'er Sheva,defender,51,52
Trinidad and Tobago,Lori Palmer,Police FC,forward,68,67
Poland,Teresa Harris,Rakow Czestochowa,midfielder,45,76
Algeria,Sandra Carroll,CS Constantine,goalkeeper,70,-75
Mexico,Susan Ellis,Tigres,forward,60,65
Peru,Phyllis Arellano,Cienciano,goalkeeper,54,-64
Vietnam,Mark Evans,Nam Dinh,midfielder,56,52
Egypt,Eric Scott,Ismaily,midfielder,49,29
Hungary,John Smith,Kisvarda,goalkeeper,72,-54
Estonia,Nathan West,Levadia Tallinn,midfielder,44,108
Moldova,Madison Mercado,Zimbru,forward,62,20
Australia,Richard Walker,Adelaide United,goalkeeper,56,-3
Oman,Brian Schwartz,Al Nasr,midfielder,58,12
Micronesia,Jay Nolan,Ulithi,goalkeeper,66,-31
Vietnam,Amanda Nguyen,Sai Gon FC,midfielder,55,62
Ecuador,Joseph Garcia,Barcelona SC,goalkeeper,83,-88
Qatar,Patricia Campbell,Al Rayyan,goalkeeper,41,-63
Jamaica,Tyler Johnson,Mount Pleasant,midfielder,69,45
Bangladesh,Michael Williams,Saif SC,defender,55,64
Afghanistan,Alyssa Wong,Maiwand FC,forward,76,70
Andorra,Lauren Larsen,UE Engordany,defender,61,69
Papua New Guinea,Terri Lane,Gulf Komara,midfielder,80,45
Estonia,Tiffany Jackson,Paide Linnameeskond,goalkeeper,39,-77
Monaco,Peter Moore,La Condamine,defender,67,73
Luxembourg,Bradley Carson,UNA Strassen,goalkeeper,47,-99
Equatorial Guinea,Michael Gardner,Deportivo Unidad,defender,59,66
Norway,Amy Miller,Molde,midfielder,57,59
Brazil,Paula Rodriguez,Atletico Mineiro,defender,85,40
United Arab Emirates,Dana Flores,Shabab Al Ahli,defender,44,50
Guinea-Bissau,Brandon Perkins,FC Cantchungo,goalkeeper,51,-43
Nauru,John Owens,Nauru FC,defender,94,49
Dominica,Benjamin Contreras,Exodus FC,forward,39,80
Bosnia and Herzegovina,Bradley Ellis,Siroki Brijeg,goalkeeper,64,-84
Algeria,Shirley King,USM Alger,forward,56,33
Slovakia,Amy Barr,DAC Dunajska Streda,forward,52,20
Tunisia,Jose Wilson,Stade Tunisien,forward,65,54
Andorra,Nathan Hernandez MD,UE Engordany,goalkeeper,55,-53
Paraguay,Matthew Andrews,Guarani,defender,46,45
Uzbekistan,Darren Martinez,AGMK,goalkeeper,47,-26
Malta,William Hoover Jr.,Floriana,goalkeeper,54,-54
Iceland,Sabrina Taylor,Vikingur Reykjavik,forward,51,51
Azerbaijan,Joseph Stein,Neftchi Baku,forward,38,96
Bangladesh,Bridget Spencer,Rahmatganj,goalkeeper,52,-54
Moldova,Kelly Robertson,Milsami,goalkeeper,55,-74
Sao Tome and Principe,Charles Martin,FC Neves,midfielder,43,42
Netherlands,Anita Adams,AZ Alkmaar,forward,65,38
Botswana,David Stone,Security Systems,goalkeeper,53,-64
Mozambique,Jenna Smith,UD Songo,forward,49,56
United States,James Frank,Atlanta United,midfielder,46,81
Marshall Islands,Jennifer Haynes,Laura FC,goalkeeper,65,-57
Australia,Julian Giles,Brisbane Roar,forward,45,48
Saint Vincent and the Grenadines,Haley Jones,Sion Hill,defender,68,58
Saint Lucia,Stephen Jordan,Gros Islet,goalkeeper,63,-29
Tajikistan,Angela Anderson,Fayzkand,midfielder,65,65
Uzbekistan,James Cooper,Surkhon,defender,95,49
Vietnam,Shane Rodriguez,Thanh Hoa,forward,60,82
Grenada,Emma Smith,Hard Rock FC,goalkeeper,54,-54
Guyana,Jaime Payne,Western Tigers,goalkeeper,55,-41
Bhutan,Kathleen James,Ugyen Academy,defender,35,50
Sao Tome and Principe,Chad Owen,Alianca Nacional,defender,57,37
Egypt,Dr. Toni Cole,Pyramids FC,forward,73,52
Guatemala,Melissa Powell,Antigua GFC,goalkeeper,52,-53
Iceland,Michael Allison,Breidablik,goalkeeper,61,-39
Turkey,Christopher Jones,Antalyaspor,midfielder,65,57
Ireland,Maria Baird MD,Shamrock Rovers,forward,55,65
Cuba,Matthew Graham,FC Pinar del Rio,goalkeeper,68,-103
Poland,Yolanda Walton,Piast Gliwice,midfielder,50,21
Kuwait,Jason Kirk,Al Jahra,goalkeeper,43,-23
Eritrea,Katherine Garcia,Denden FC,midfielder,74,74
Lithuania,Cody Martinez,Suduva,midfielder,45,32
Japan,James Drake,Yokohama F. Marinos,goalkeeper,69,-71
Togo,Juan Crawford,Sara Sport,forward,50,86
Comoros,Debra Eaton,US Zilimadjou,forward,64,86
Moldova,Brian Curry,Sheriff Tiraspol,goalkeeper,39,-49
Belize,Karen Pittman,San Pedro Pirates,goalkeeper,55,-46
Korea (North),Barbara Thompson,Amrokgang,forward,56,74
El Salvador,Caroline Hanson,Platense,forward,53,48
Sudan,Matthew Richardson,Hay Al Wadi,defender,85,41
Azerbaijan,Rachel Arnold,Sabah,midfielder,67,97
Liechtenstein,Craig Martin,Triesenberg,forward,48,56
Ethiopia,Anthony Phillips,Fasil Kenema,defender,49,13
Maldives,Mark Shah,Valencia,defender,44,61
Yemen,Heather Rice,Al Shula,forward,85,61
Yemen,Jessica Romero,Al Wahda Aden,goalkeeper,63,-59
Morocco,Jimmy Robertson,Hassania Agadir,defender,67,52
Finland,Sara Chase,HJK Helsinki,goalkeeper,74,-7
Costa Rica,Kelly Griffin,Alajuelense,midfielder,55,47
Kenya,Gilbert Mcclain,AFC Leopards,goalkeeper,59,-58
Andorra,Vanessa Sanchez,Inter Club d'Escaldes,midfielder,48,63
Madagascar,Gina Silva,CNaPS Sport,midfielder,53,46
Morocco,Justin Sims,Hassania Agadir,midfielder,72,37
Syria,Antonio Patterson,Al Karamah,forward,77,35
Bhutan,Susan Marshall,Druk United,goalkeeper,57,-38
Oman,Robert Campbell,Al Suwaiq,defender,69,44
Guyana,Michael Gilmore,Victoria Kings,forward,46,37
Andorra,Michelle Gray,Atletic Escaldes,goalkeeper,57,-51
Belize,James Wade,Placencia Assassins,forward,78,62
Korea (South),Gregory Phillips,Incheon United,defender,55,40
Chad,Michelle Simpson,Tourbillon FC,midfielder,51,45
Brazil,Kurt Meadows,Sao Paulo,defender,65,20
Malawi,Patricia Smith,MAFCO,forward,66,57
Oman,Joseph Liu,Al Oruba,defender,61,54
Honduras,Tiffany Clements,Motagua,midfielder,86,69
Burkina Faso,Lisa Hubbard,RC Bobo,defender,58,36
Denmark,Scott Cummings,Viborg,defender,88,62
Sao Tome and Principe,Tonya Houston,Trindade,midfielder,65,30
Benin,Robert Sharp,Ayema FC,forward,67,62
Syria,Charles Weaver,Al Futowa,goalkeeper,69,-79
Australia,David Smith MD,Melbourne Victory,goalkeeper,56,-53
Togo,Brittany Orr,Gbikinti,defender,55,52
Uganda,Taylor Gomez,Vipers,forward,64,65
Switzerland,Matthew Travis,Lugano,forward,64,20
Azerbaijan,Heather Riddle,Kapaz,midfielder,51,59
Azerbaijan,Nicole Dillon,Sabah,defender,50,50
Cambodia,Sandra Collins,Kirivong Sok Sen Chey,midfielder,52,22
Serbia,Samuel Stokes,Red Star Belgrade,forward,50,44
New Zealand,Jacob Cox,Waitakere United,midfielder,60,13
Peru,Tiffany Gomez,Universitario,midfielder,69,51
Belize,Robin Sullivan,Police United,forward,24,38
Bulgaria,Ryan Smith,Ludogorets,forward,70,61
Turkmenistan,Corey Armstrong,Energetik,defender,64,31
Saint Lucia,Steven Yang,Northern United,goalkeeper,60,-70
Slovenia,Melanie Hinton,Celje,midfielder,48,57
Egypt,Jeremiah Richards,Ceramica Cleopatra,goalkeeper,71,-83
Micronesia,William Alexander,Kosrae,midfielder,59,40
Mozambique,Candice Mendoza,Liga Muculmana,midfielder,53,32
Guinea,Debra Garcia,CI Kamsar,defender,53,55
Singapore,Douglas Delgado,Lion City Sailors,defender,57,71
Thailand,Megan Kennedy,Ratchaburi,goalkeeper,60,-33
Bosnia and Herzegovina,Michael Stanton,Zrinjski Mostar,midfielder,63,10
Zambia,John Green,Zesco United,goalkeeper,69,-59
Mauritania,Stephanie Downs,FC Tevragh Zeina,defender,57,94
Chile,Brandon Ochoa,Universidad de Chile,goalkeeper,73,-59
Australia,Steven Miller,Western Sydney,goalkeeper,61,-53
Paraguay,Gabriel Randall,Libertad,midfielder,41,48
Rwanda,Brian Reilly,AS Kigali,goalkeeper,36,-90
