Country,Name,Club,Position,Games,Goals
Antigua and Barbuda,Christopher Drake,Hoppers FC,goalkeeper,65,-61
Italy,Melanie Brock,Lazio,defender,88,48
Slovenia,Melinda Rodriguez,Gorica,midfielder,59,80
Ghana,Nathan Robinson,Ashanti Gold,forward,66,21
Iraq,Cameron Bowman,Al Shorta,midfielder,57,33
Angola,Karen Barnes,Recreativo do Libolo,defender,65,49
Kiribati,Stefanie Johnson,Makin,defender,76,53
Micronesia,Rebecca Aguilar,Pohnpei,defender,64,18
Bangladesh,Heather Holmes,Sheikh Russel,forward,52,45
Botswana,Rodney Cantrell,Gaborone United,forward,43,34
Qatar,Margaret Welch,Qatar SC,midfielder,62,37
Madagascar,Sarah Yang,AS Adema,forward,44,33
South Africa,Samantha Bennett,Stellenbosch,defender,41,72
Bosnia and Herzegovina,Jeremy Martin,Sarajevo,midfielder,58,18
Saint Lucia,Kathryn Valdez,VSADC,defender,42,63
Maldives,Suzanne Jenkins,Maziya,forward,69,39
Jordan,Gene Young,Al Hussein,defender,80,28
Japan,Jason Andersen,Nagoya Grampus,midfielder,59,23
Haiti,Ann Ramirez,Racing Club Haitien,goalkeeper,72,-56
Kyrgyzstan,Misty Martin,Alay Osh,forward,62,1
Sri Lanka,Jeremy Doyle,Java Lane,goalkeeper,72,-42
Guinea-Bissau,Sherri Rubio,Os Balantas,defender,68,44
Jamaica,Michael Fitzgerald,Arnett Gardens,defender,57,1
Myanmar,Tanya Torres,Rakhine United,defender,62,65
Central African Republic,Mr. Keith Ray,Faucon Flambeau,forward,56,14
Guinea,Mark Gibson,Satellite FC,defender,64,18
Tonga,Christine Washington,Navutoka,goalkeeper,60,-61
Gabon,Adam Alexander,AS Pélican,defender,65,78
North Macedonia,Bill Preston,Struga,defender,46,27
Albania,Amy Dean,Teuta Durres,defender,56,36
Myanmar,Adam Torres,Ayeyawady United,goalkeeper,89,-62
Belize,Briana Mendoza,Verdes FC,goalkeeper,77,-68
Paraguay,William Harris,Cerro Porteno,midfielder,46,55
Egypt,Patrick Davis,ENPPI,defender,40,49
Bolivia,Tyler Chang,Jorge Wilstermann,midfielder,74,42
Indonesia,John Morris,Persija Jakarta,forward,76,38
Bulgaria,Paul Haynes,Levski Sofia,midfielder,49,59
Mauritania,Shelby Burns,Kaedi,goalkeeper,62,-69
Lesotho,Maria Norris,Matlama,goalkeeper,51,-48
North Macedonia,Timothy Trujillo,Makedonija GP,defender,47,47
Uruguay,Destiny Mccarty,Defensor Sporting,midfielder,66,36
Dominican Republic,Michael Russell,Delfines del Este,midfielder,50,59
Kazakhstan,Molly Smith,Aktobe,defender,70,60
Estonia,Jessica Hall,Levadia Tallinn,midfielder,62,78
Sierra Leone,Arthur Miller,Ports Authority,forward,65,52
Germany,Michelle Cox,Wolfsburg,goalkeeper,52,-43
Bolivia,Meagan Flowers,Always Ready,goalkeeper,68,-71
Armenia,Kathleen Brown,Alashkert,goalkeeper,60,-17
Venezuela,Emily Fischer,Metropolitanos,forward,62,59
Lebanon,Jane Peterson,Bourj,forward,55,33
Saudi Arabia,Latasha Kane,Al Shabab,midfielder,58,45
Israel,Brooke Bray,Beitar Jerusalem,defender,61,58
Timor-Leste,Sarah Malone,FC Lalenok United,forward,64,70
Angola,Jessica Stevens,Petro de Luanda,midfielder,65,44
Algeria,Michael Stone,USM Alger,midfielder,63,45
Eswatini,Robert Gentry,Young Buffaloes,midfielder,68,80
Costa Rica,Michael Lee,Perez Zeledon,goalkeeper,43,-67
Sri Lanka,David Perez,Defenders,defender,68,29
Iraq,Jesus Lewis,Al Zawraa,midfielder,65,59
San Marino,Stephanie Mendez MD,Libertas,midfielder,59,47
Israel,Jessica Wilson,Maccabi Haifa,defender,69,26
Pakistan,Kristy Reed,Karachi Port Trust,midfielder,64,33
Slovakia,Alyssa Owens,Spartak Trnava,forward,39,67
Bhutan,Matthew Hall MD,Thimphu City,forward,45,31
Brazil,Erika Cardenas,Sao Paulo,midfielder,67,20
Bhutan,Justin Fernandez,Paro FC,forward,60,65
Senegal,Patricia Webb,Jaraaf,defender,46,22
Poland,Joseph Walker,Piast Gliwice,midfielder,66,26
Zimbabwe,John Krueger,Harare City,goalkeeper,53,-75
Sao Tome and Principe,Lisa Ford,Trindade,midfielder,60,57
Bolivia,Lance Mccann,Oriente Petrolero,goalkeeper,66,-45
Nicaragua,Pamela Taylor,Walter Ferretti,forward,60,42
Belgium,Christine Lang,Genk,goalkeeper,67,-55
Guatemala,Jacob Ward,Guastatoya,defender,56,56
Germany,Morgan Perez,Eintracht Frankfurt,goalkeeper,57,-71
Honduras,Ashley Perez,Marathon,forward,75,41
Yemen,Mr. Nicholas Thompson DDS,Al Ahli Sanaa,forward,72,90
Argentina,David Campbell,Racing Club,goalkeeper,56,-29
Serbia,Carlos Gates,Partizan,forward,64,35
Sierra Leone,Rebecca Evans,Old Edwardians,midfielder,31,55
Palau,Maria Wilcox,Belau Kanu Club,goalkeeper,71,-54
Mauritius,Bailey Brown,Petite Riviere Noire,midfielder,67,64
Chile,Caleb Strickland,Colo-Colo,midfielder,56,25
Bolivia,Larry Simpson,Royal Pari,forward,65,40
Burundi,Monica Villegas,Kayanza United,midfielder,79,89
Colombia,James Sparks,America de Cali,midfielder,70,16
Vanuatu,Aaron Patel,Erakor Golden Star,defender,58,52
Lesotho,Anna Martinez,Linare,defender,58,35
Senegal,Stephen Acosta,Casa Sport,defender,52,21
Korea (North),Selena Colon,April 25,forward,60,27
Tunisia,Katherine Woods,CS Sfaxien,midfielder,70,49
Myanmar,Timothy Lloyd,Ayeyawady United,midfielder,46,82
Dominica,Amy Swanson,Exodus FC,defender,55,63
Israel,Maria Miller,Beitar Jerusalem,midfielder,74,57
Brazil,Michael Perry,Santos,midfielder,64,1
Ecuador,Zachary Brooks,Aucas,goalkeeper,57,-78
Estonia,Derek Gamble,Nomme Kalju,midfielder,66,1
Tanzania,Eric Carpenter,Namungo,forward,62,42
Colombia,Margaret Stanton,Deportivo Cali,defender,59,43
Chad,Tanner Taylor,Postel 2000,midfielder,66,37
Laos,Nicole Clark,Ezra,forward,81,55
Zambia,Matthew Chambers,Forest Rangers,defender,58,20
Portugal,Keith Collins,Braga,midfielder,65,22
South Sudan,Jeffrey Jennings,Al Merreikh Juba,goalkeeper,55,-50
Slovakia,Brandy Santos,Zemplin Michalovce,goalkeeper,60,-41
Tajikistan,Eric Nichols,Regar-TadAZ,midfielder,70,58
Haiti,Angel Ramirez,Violette,midfielder,64,20
Nigeria,Natalie Owens,Shooting Stars,midfielder,36,59
Singapore,Jon Black,Tanjong Pagar,forward,61,25
Mauritania,Jennifer Washington,ACS Ksar,midfielder,77,83
Kazakhstan,Michelle Warren,Kairat,midfielder,49,69
Zambia,Vanessa Rivera,Lumwana Radiants,defender,55,69
El Salvador,Joshua Smith,Alianza,defender,46,78
Nauru,Timothy Scott,Meneng,goalkeeper,63,-54
Samoa,Kelli Parker,Lepea,midfielder,39,54
Indonesia,Timothy Collins,Arema FC,forward,83,22
Saint Vincent and the Grenadines,Dustin Smith,Camdonia Chelsea,midfielder,50,9
Nicaragua,Gina Perez,Real Esteli,forward,64,1
Costa Rica,Dr. James Costa,Cartagines,defender,51,23
Spain,Nichole Farmer,Atletico Madrid,goalkeeper,67,-10
Bahrain,Brittany Stone,Manama Club,midfielder,67,36
Finland,Mark Smith,Ilves,defender,36,31
Chile,Mrs. Sherri Obrien MD,Universidad de Chile,defender,60,28
Libya,Jacob Dudley,Al Akhdar,goalkeeper,64,-64
Kiribati,Angelica Shaw,Bairiki,goalkeeper,58,-66
Sierra Leone,Stacy Vazquez,Bo Rangers,forward,57,72
Laos,Evan Stevenson,Savannakhet,forward,63,69
Egypt,Maria Juarez,Ismaily,midfielder,69,40
Jordan,Christopher Anderson,Al Hussein,forward,57,65
Micronesia,Jason Simpson,Chuuk,forward,53,47
Antigua and Barbuda,Steven Gonzalez,Liberta FC,goalkeeper,58,-39
San Marino,Amanda Fisher,La Fiorita,goalkeeper,82,-81
Botswana,Randy Bernard,Mochudi Centre Chiefs,midfielder,59,42
India,Katherine Maldonado,Jamshedpur FC,goalkeeper,40,-89
Latvia,Beth Stephenson,Liepaja,midfielder,50,13
Gabon,Alexander Murphy,Cercle Mbéri Sportif,forward,48,39
Malawi,Lisa Pearson,Red Lions,goalkeeper,71,-40
Yemen,Donna Davis,Al Wahda Aden,goalkeeper,69,-1
Algeria,Connie Morales,CS Constantine,goalkeeper,66,-70
Niger,Lindsey Miller,Sahel SC,goalkeeper,60,-67
Guinea-Bissau,Christopher Hicks,Bula FC,midfielder,62,34
Angola,Michele Martin,Academica do Lobito,midfielder,68,61
Belgium,Amber Collins,Genk,defender,50,42
Austria,Brianna Williams,Sturm Graz,goalkeeper,57,-27
Burundi,Traci Davis,Aigle Noir,forward,57,40
Madagascar,Frank Washington,DSA Antananarivo,midfielder,77,63
Cameroon,John Mitchell,Avion Academy,forward,57,64
Cyprus,Mason Richard,Pafos FC,goalkeeper,52,-69
Brunei,Jennifer Brandt,Indera SC,defender,60,59
Vietnam,Jennifer Copeland,Viettel,goalkeeper,57,-39
Central African Republic,Amy Perkins,Olympic Real,defender,60,85
Venezuela,Lori Johnson,Deportivo Tachira,midfielder,42,97
Panama,Lindsey Thomas,Tauro,forward,38,102
Bulgaria,Elizabeth Jackson,Cherno More,midfielder,55,30
Tanzania,David Serrano,Young Africans,midfielder,69,34
Equatorial Guinea,Douglas Willis,Estrella Roja,forward,54,41
Costa Rica,Jeffrey Perez,Cartagines,defender,58,42
Fiji,Jeffrey Bishop,Rewa FC,forward,40,60
Sudan,Heidi Torres,Hay Al Wadi,goalkeeper,78,-39
Brazil,Daniel Mcclure,Santos,defender,58,77
Ecuador,Jessica Freeman DDS,Aucas,forward,70,55
Vietnam,Carmen Thompson,Sai Gon FC,midfielder,51,52
Somalia,Susan Johnson,Gaadiidka,midfielder,45,72
Niger,Robert Mcintosh,Olympic Niamey,forward,46,86
Egypt,Charles Green,Zamalek,midfielder,35,103
Panama,Julie Roberts,Atletico Chiriqui,forward,50,26
Australia,David Garcia,Adelaide United,goalkeeper,58,-82
Zimbabwe,Christian Herrera,Dynamos,midfielder,67,59
Lebanon,Shawn Mosley,Tripoli,midfielder,49,46
Ecuador,Elizabeth Watson,Barcelona SC,defender,67,25
Kyrgyzstan,Dr. Christopher Perez MD,Abdysh-Ata,goalkeeper,44,-75
Madagascar,Frank Hall,AS Adema,forward,64,82
Sudan,Mr. Derek Mack,Al Merreikh,forward,59,70
Egypt,Andrew Dillon,Ceramica Cleopatra,forward,60,59
Guinea,Steven Gordon,Horoya,defender,53,78
Cambodia,Joseph Salazar,Visakha,forward,47,47
Israel,Melissa Barton,Hapoel Be'er Sheva,midfielder,51,40
Mexico,Jessica Little,Cruz Azul,midfielder,45,1
Thailand,Tyler Lopez,Nakhon Ratchasima,defender,53,83
Kazakhstan,Jamie Jones,Kyzylzhar,defender,64,51
Germany,Kimberly Miller,Borussia Monchengladbach,forward,53,62
Barbados,Adam Anderson,Ellerton FC,goalkeeper,61,-59
Ghana,Lori Mclean,Aduana Stars,defender,51,74
Turkey,Michael Ortiz,Trabzonspor,midfielder,72,11
Turkey,Valerie Clark,Fenerbahce,goalkeeper,56,-16
Tuvalu,Paul Johnson,Manu Laeva,goalkeeper,53,-49
Trinidad and Tobago,Kevin Bentley,Police FC,forward,50,17
Sri Lanka,Jeffrey Long,Ratnam,goalkeeper,74,-94
Sweden,Bryan Barrett,Hacken,goalkeeper,29,-96
Marshall Islands,Lynn Kemp,Kwajalein FC,forward,58,22
Uganda,Franklin Woods,Onduparaka,defender,51,47
Uzbekistan,Theresa Gray,Metallurg Bekabad,defender,80,64
Germany,Kathryn Moreno,Borussia Dortmund,goalkeeper,40,-58
United Kingdom,Mary Byrd,Manchester United,forward,49,45
Bangladesh,Kevin West,Mohammedan SC,forward,48,42
Korea (South),Jordan Cole,FC Seoul,goalkeeper,58,-60
Saudi Arabia,Tiffany Holland,Al Hilal,forward,50,40
Maldives,Rachel Joseph,Green Streets,forward,48,70
Uzbekistan,Sarah Thornton,Kokand 1912,forward,45,32
Haiti,Rachel Wood,Baltimore SC,midfielder,69,41
Latvia,Laura Holmes,Metta,forward,57,57
Latvia,William Baker,Liepaja,defender,59,46
South Sudan,Victor Munoz,Atlabara,forward,80,54
Brunei,Tammy Vaughan,Tabuan Muda,forward,48,55
Lithuania,Donald Carroll,Zalgiris Vilnius,goalkeeper,62,-23
Mongolia,Donna Johnson,Deren,goalkeeper,72,-78
Iran,Damon Parks,Tractor,midfielder,67,51
Cyprus,Lori Martinez,APOEL,defender,81,10
Morocco,Spencer Parsons,Hassania Agadir,defender,68,112
Cameroon,Roy Burton,Stade Renard,forward,56,61
El Salvador,April Nixon,Platense,goalkeeper,59,-47
Peru,Jessica Smith,Melgar,goalkeeper,49,-96
Denmark,Ashley Berg,Viborg,defender,62,69
Kenya,Ryan Davis,Sofapaka,goalkeeper,67,-39
Ecuador,Curtis Lopez,Delfin,defender,67,53
Slovakia,Noah Henry,Ruzomberok,defender,58,73
Dominica,Carolyn Jones,Bath Estate,defender,65,81
Slovakia,Joseph Chandler,Trencin,forward,44,56
Senegal,Sean Delgado,Diambars,goalkeeper,70,-81
Congo,Christopher Graves,Diables Noirs,goalkeeper,71,-70
Sao Tome and Principe,Sara Houston,Alianca Nacional,goalkeeper,52,-70
Netherlands,Jared Hill,Twente,goalkeeper,59,-62
Sweden,Lori Tucker,Hacken,midfielder,45,96
Ghana,Sara Eaton,Hearts of Oak,midfielder,44,67
Kenya,John Good,Ulinzi Stars,forward,42,50
Senegal,Robert Bryant,Teungueth,forward,54,81
Tajikistan,Mary Franklin,Regar-TadAZ,goalkeeper,74,-41
Senegal,Crystal Butler,US Goree,defender,65,27
El Salvador,Roberto Glover,Aguila,midfielder,67,51
San Marino,Wendy Cunningham,Folgoro,goalkeeper,53,-26
Iceland,Brian Short,Breidablik,forward,63,66
Antigua and Barbuda,Amanda Cameron,Five Islands FC,goalkeeper,67,-6
Saint Vincent and the Grenadines,Lisa Nelson,Jebelle,defender,49,61
Sweden,Steven Nelson,IFK Goteborg,forward,63,98
Bosnia and Herzegovina,Michael Preston,Borac Banja Luka,defender,65,33
South Africa,Ray Flores,Mamelodi Sundowns,defender,68,14
Brunei,April Malone,MS ABDB,defender,76,72
Bahrain,Benjamin Martin,Al-Muharraq,goalkeeper,51,-68
Liechtenstein,Christopher Wright,Triesenberg,forward,84,50
South Sudan,Mariah Coleman,Al Rabita Juba,defender,56,41
Romania,Christopher Dougherty,Universitatea Craiova,midfielder,67,17
Trinidad and Tobago,Justin Green,Point Fortin Civic,forward,56,8
Grenada,Anthony Branch,Fontenoy United,midfielder,62,55
Kazakhstan,William Smith,Shakhter Karagandy,goalkeeper,52,-63
Bhutan,Brian Hammond,Druk United,forward,43,47
Venezuela,Jenna Campbell,Monagas,goalkeeper,67,-66
Venezuela,Katie Thompson,Zamora,defender,69,60
Bolivia,Jamie Oneill,Royal Pari,defender,73,36
Laos,Gregory Benton,Savannakhet,midfielder,70,53
Austria,Ruth Atkins,Rapid Wien,goalkeeper,59,-75
Cameroon,Jeffrey Burke,Union Douala,defender,66,75
Bolivia,Adam Hoover,Oriente Petrolero,forward,55,39
Bahamas,Hannah Bowman,Cavalier FC,midfielder,43,71
Bolivia,Kristina Wolfe,Oriente Petrolero,forward,67,88
South Africa,Tanner Ward,Orlando Pirates,forward,47,62
Turkmenistan,Timothy Johnson,Energetik,midfielder,50,36
Slovenia,Sandra Ryan,Celje,goalkeeper,41,-55
Switzerland,Thomas Rowe,St. Gallen,goalkeeper,82,-15
Norway,Bryan Smith,Brann,forward,75,86
Croatia,Christina Orozco,Dinamo Zagreb,forward,71,28
Tonga,Breanna Zimmerman,Ngele'ia,goalkeeper,64,-83
Kiribati,Kristie Franklin,Kuria,midfielder,73,23
Benin,Tony Smith,JSP FC,defender,66,39
Nepal,Tamara Camacho,Machhindra,defender,71,89
Haiti,Michael Butler,Cavaly,midfielder,71,51
Pakistan,Cynthia Leon,Pakistan Army,goalkeeper,53,-37
Austria,Chris Green,WSG Tirol,forward,43,67
Cameroon,Timothy Thomas,Cotonsport,forward,58,1
Chad,Amanda Richards,Renaissance,defender,48,55
El Salvador,Stephanie Jones,Platense,forward,72,66
Bolivia,Courtney Herrera,Royal Pari,defender,48,32
Canada,Erika Arnold,Toronto FC,forward,62,78
Malaysia,Rebecca Robinson,Selangor,goalkeeper,68,-39
Guinea,John Johnson,Horoya,goalkeeper,68,-59
Saint Lucia,Renee Pittman,Gros Islet,forward,55,53
Saudi Arabia,Lauren Leon,Al Ahli,defender,61,46
Brazil,Nancy Allison,Sao Paulo,goalkeeper,47,-70
Philippines,Julia Holmes,ADT,goalkeeper,51,-60
Croatia,Paul Daniels,Gorica,forward,73,44
Togo,Mary Chase,Dynamic Togolais,defender,59,42
Uganda,Cassandra Moore,URA,midfielder,56,35
Senegal,Abigail Wilson,Casa Sport,midfielder,39,15
Gambia,Heather Rodgers,Gamtel FC,goalkeeper,85,-88
Palau,Derrick Morgan,Lyon FC,goalkeeper,54,-27
Cambodia,Herbert James,Soltilo Angkor,goalkeeper,60,-36
Peru,Jessica Knight,Universitario,midfielder,76,59
Togo,Katherine Norton,Gbikinti,forward,73,64
Sao Tome and Principe,Amanda Baird,FC Neves,defender,56,62
Georgia,Michael Perez,Dila Gori,goalkeeper,36,-46
Guyana,Denise Curtis,GDF,defender,50,49
Solomon Islands,Jason Berg,Central Coast,defender,47,38
Oman,Shannon Figueroa,Al Seeb,defender,43,37
Chile,Lindsey Fischer,Colo-Colo,midfielder,38,46
Nigeria,Pamela Garza,Kano Pillars,goalkeeper,55,-62
Thailand,Randy Carlson Jr.,Ratchaburi,defender,82,92
Luxembourg,Nicholas Mejia,Jeunesse Esch,midfielder,48,53
