Country,Name,Club,Position,Games,Goals
Saint Vincent and the Grenadines,Michael Smith,Layou,goalkeeper,52,-7
Brunei,David Walker,MS ABDB,forward,61,41
Seychelles,Danielle Brooks,Light Stars,defender,51,80
Chad,Maria Henderson,Foullah Edifice,goalkeeper,61,-84
San Marino,John Mccullough,Tre Penne,forward,53,19
Lithuania,Elizabeth Johnson,Riteriai,defender,53,69
Norway,Brianna Howe,Molde,midfielder,58,26
Portugal,Aaron Farmer,Boavista,forward,73,39
Angola,Bryan Snyder,Interclube,defender,69,75
Canada,Tracy Valentine,Forge FC,forward,71,50
Venezuela,April Martinez,Mineros de Guayana,goalkeeper,19,-30
Kenya,Jessica Delacruz,Sofapaka,forward,53,36
Ecuador,Steven Adams,Delfin,midfielder,40,35
South Sudan,Dana Byrd,Kator,forward,37,51
Tonga,Richard Wilson,Veitongo,goalkeeper,45,-25
Kenya,Anne Jones,Sofapaka,defender,81,48
Singapore,Michael Lucas,Geylang International,forward,36,39
Bolivia,Jacob Jackson,Oriente Petrolero,defender,73,82
India,Emily Thomas,Hyderabad FC,goalkeeper,54,-51
Jamaica,Tanner Hood,Mount Pleasant,midfielder,65,61
Equatorial Guinea,Alexis Suarez,Deportivo Unidad,midfielder,56,78
Fiji,Rebecca Harris,Navua FC,midfielder,64,51
Kuwait,Joseph Huffman,Al Jahra,midfielder,60,76
Mauritania,Veronica Martinez,ACS Ksar,defender,45,32
Ireland,Gary Lopez,Dundalk,defender,43,71
Monaco,Amanda Kline,La Condamine,forward,73,72
Jamaica,Alicia Thompson,Arnett Gardens,forward,69,28
Azerbaijan,James Marshall,Qarabag,midfielder,59,27
Mexico,Timothy Zhang,Leon,goalkeeper,54,-77
Albania,Courtney Marshall,Partizani Tirana,goalkeeper,64,-25
Eswatini,John Richards,Malanti Chiefs,midfielder,49,29
Tunisia,Robert Moyer,US Monastir,defender,77,125
Tanzania,Katherine Hendricks,Kagera Sugar,goalkeeper,47,-28
Slovenia,Omar Jones,Koper,goalkeeper,79,-42
Croatia,Michael Smith,Hajduk Split,goalkeeper,52,-95
Trinidad and Tobago,Sonya Williams,Police FC,defender,54,51
Dominican Republic,Michael Smith,Barcelona Atletico,midfielder,44,27
Papua New Guinea,Erin Sullivan,Star Mountain,defender,68,73
Netherlands,Nicole Gonzalez,AZ Alkmaar,midfielder,39,42
Haiti,Billy Lowe,Racing Club Haitien,goalkeeper,66,-68
Rwanda,Kelly Norman,APR,forward,54,42
Poland,Antonio Williams,Rakow Czestochowa,defender,59,133
Marshall Islands,Linda Bond,Laura FC,goalkeeper,62,-80
Lithuania,Patricia Ferrell,Dziugas,defender,64,56
Montenegro,William Jensen,Decic,defender,49,81
Eswatini,Linda Carroll,Malanti Chiefs,midfielder,64,80
Yemen,Kevin Lee,Al Tilal,forward,68,75
Austria,Stephen Roberts,Austria Wien,midfielder,52,94
Togo,Kylie Gregory,AS Togo-Port,midfielder,53,66
Suriname,Trevor Young,Transvaal,midfielder,59,48
Jordan,Ashley Cruz,Al Wehdat,forward,60,39
El Salvador,Chase Nelson,FAS,goalkeeper,39,-55
Jamaica,Heather Daniels,Portmore United,goalkeeper,44,-67
Guinea-Bissau,Tara Dalton,FC Cantchungo,midfielder,45,48
Qatar,Danielle Herrera DVM,Al Arabi,goalkeeper,56,-29
Vietnam,Charles Webb,Nam Dinh,midfielder,60,8
Micronesia,Erica Evans,Chuuk,goalkeeper,87,-39
Switzerland,Nicole Cox,Lugano,forward,68,56
North Macedonia,Dawn Villegas,Shkupi,goalkeeper,57,-84
Slovenia,Anne Patel,Maribor,forward,69,47
Thailand,Dawn Perez,Buriram United,goalkeeper,55,-65
Sweden,Karen Barnes,AIK,midfielder,66,65
Dominica,Anthony Davis,Exodus FC,forward,46,31
Turkey,Alicia Perkins,Basaksehir,forward,54,66
Nigeria,Johnny Jackson,Shooting Stars,forward,42,36
Haiti,Laura Gonzales,Baltimore SC,goalkeeper,70,-87
Slovenia,Mary Maldonado,Celje,defender,40,60
Belgium,Adam Wilson,Charleroi,forward,50,46
Eritrea,Brett Wallace,Geza Banda,defender,50,56
Palau,Tiffany Matthews,Lyon FC,defender,46,63
Laos,Peter Tran,Master 7,midfielder,42,68
Ireland,Ralph Simon,Derry City,midfielder,57,31
Korea (North),Joel Hernandez,Sobaeksu,defender,52,95
Switzerland,Sherry Anderson,Lugano,midfielder,63,58
Kuwait,Marcus Garcia,Al Qadsia,defender,65,23
Algeria,Samantha Mcdowell,MC Alger,defender,46,68
Barbados,Kyle Rosales,Silver Sands,midfielder,63,63
Vietnam,James Hines,Hoang Anh Gia Lai,midfielder,55,52
Georgia,Vickie Kemp,Dinamo Batumi,defender,76,60
Australia,James Gardner,Perth Glory,midfielder,67,53
Saint Lucia,Alexis Diaz,Gros Islet,goalkeeper,68,-38
Kyrgyzstan,Brianna Boyd,Ilbirs Bishkek,defender,62,16
Qatar,Christopher Morgan,Al Duhail,goalkeeper,70,-81
Norway,Dr. Andrew Herrera,Brann,forward,71,1
Jordan,Mark Gonzalez,Al Ramtha,midfielder,60,81
Iran,Timothy Terrell,Foolad,forward,52,50
Greece,Douglas Hernandez,PAOK,goalkeeper,59,-53
Belgium,Robert Rodriguez,Genk,goalkeeper,66,-61
Niger,Kathleen Bradley,ASFAN,forward,52,47
Antigua and Barbuda,Curtis Hayes,Liberta FC,defender,66,93
Laos,Samuel Russell,Chanthabouly,forward,51,37
Slovakia,Nathan Rose,Spartak Trnava,goalkeeper,74,-80
San Marino,Jessica Faulkner,Tre Penne,midfielder,58,59
Malaysia,John Wells,Penang,goalkeeper,56,-26
Georgia,Erica Lee,Telavi,defender,59,43
Canada,Michelle Cochran,Forge FC,defender,62,1
Marshall Islands,Janice Larsen,Jaluit FC,forward,44,16
Tonga,Jeffrey Thompson,Veitongo,defender,60,25
Mozambique,Michael Ryan,Costa do Sol,midfielder,49,30
Czech Republic,Bonnie Morris,Banik Ostrava,goalkeeper,55,-57
Kyrgyzstan,Denise Martin,Kara-Balta,goalkeeper,71,-48
Namibia,Angela Frank,Black Africa,midfielder,61,69
Angola,Kimberly Knight,Recreativo do Libolo,midfielder,63,86
Malawi,Emily Fisher,Karonga United,goalkeeper,60,-68
Mozambique,John Escobar,Ferroviario Nampula,defender,60,1
Kyrgyzstan,Erica Black,Kara-Balta,goalkeeper,54,-25
Sierra Leone,Joseph Powell,FC Johansen,midfielder,54,64
Uruguay,Kenneth Rasmussen,Montevideo Wanderers,goalkeeper,52,-42
Egypt,Denise Boyle DDS,Al Masry,forward,56,62
Tonga,Richard Velasquez,Navutoka,forward,73,90
Madagascar,Maria Lopez,ASJ Analamanga,defender,58,61
Cameroon,Christina Hubbard,Union Douala,defender,64,40
Namibia,Aaron Carlson,Young African,midfielder,52,54
Gabon,Steven Smith,Cercle Mbéri Sportif,goalkeeper,53,-77
Sierra Leone,Chris Bishop,Mighty Blackpool,defender,67,49
Mauritius,Cindy Skinner,Quatre Bornes,midfielder,48,32
Chad,Kelly Smith,Foullah Edifice,defender,41,49
Cape Verde,Joshua Wilson,Fogo 1876,midfielder,58,68
Gabon,Nicole Jimenez,Missile FC,midfielder,53,53
Monaco,Sean Boyle,AS Monaco,goalkeeper,54,-57
India,Scott Scott,Bengaluru FC,forward,52,25
Philippines,Corey Cook,Stallion Laguna,midfielder,63,55
Bahrain,Michael Mckenzie,East Riffa,midfielder,77,75
Peru,Joel Warren,Alianza Lima,defender,68,42
Russia,Cynthia Hammond,CSKA Moscow,goalkeeper,63,-28
Mongolia,Matthew Lawrence,Athletic 220,forward,57,14
Latvia,Stacy Moss,Liepaja,midfielder,68,48
Nigeria,Edwin Adams,Lobi Stars,forward,64,38
Zimbabwe,Debbie Valencia,CAPS United,defender,65,88
Nauru,Tamara Lawrence,Anetan,defender,66,55
Bulgaria,Melissa Krause,Levski Sofia,goalkeeper,66,-77
Lesotho,Amanda Smith,Matlama,goalkeeper,72,-14
Angola,John Garcia,Sagrada Esperanca,defender,62,60
Niger,Robert Pham,USGN,forward,37,72
Netherlands,Angela Ortiz,Vitesse,defender,66,64
Albania,Michelle Johnson,Kukesi,forward,85,68
Luxembourg,Jessica Frederick,Progres Niederkorn,midfielder,52,46
Israel,Melissa Miller DDS,Maccabi Netanya,goalkeeper,53,-53
Zambia,Kevin Green,Kabwe Warriors,goalkeeper,43,-75
Bulgaria,Samantha Graves,Lokomotiv Plovdiv,midfielder,59,17
Barbados,Meghan Medina,Paradise SC,forward,66,53
Spain,Randy Rogers,Valencia,defender,80,72
Nicaragua,Christine Charles,Walter Ferretti,midfielder,76,44
Montenegro,Eric Delgado,Iskra,midfielder,41,98
Sri Lanka,Mr. George Bryant,Ratnam,defender,58,23
Saudi Arabia,Eric Parks,Al Fateh,forward,80,59
Malta,Steven Henry,Birkirkara,goalkeeper,58,-98
Georgia,Tracy Spencer,Telavi,forward,50,42
Tunisia,Jared Glover,CS Sfaxien,defender,62,40
Tuvalu,Christopher Patterson,Manu Laeva,forward,93,44
Tajikistan,Jacob Evans,Istiklol,defender,50,62
Sierra Leone,Kevin Lynch,East End Lions,goalkeeper,63,-45
Peru,Cameron Cooper,Cienciano,forward,51,81
Russia,Kelli Jordan,Rostov,midfielder,65,33
Kazakhstan,William Michael,Tobol,goalkeeper,68,-54
Uruguay,Brian Davidson,Nacional,forward,61,48
Philippines,Breanna Arroyo,Mendiola,goalkeeper,58,-58
Gabon,Gregory Benton,AS Mangasport,forward,55,77
Benin,Alejandro Yates,AS Cotonou,defender,73,58
United Kingdom,Jeffrey Erickson,Arsenal,midfielder,30,64
Laos,Danielle Blake,Savannakhet,midfielder,65,47
Morocco,Laura Turner,Raja Casablanca,forward,64,63
Spain,Spencer Roberts,Sevilla,forward,71,84
France,Kathleen Simmons,Lille,midfielder,75,32
Grenada,James Crawford,Fontenoy United,forward,71,87
Peru,Erica Wheeler,UTC Cajamarca,forward,55,44
Hungary,Sarah Moore,Debrecen,goalkeeper,57,-61
Belize,Lisa Aguilar,Placencia Assassins,defender,43,63
Guatemala,Wendy Lewis,Guastatoya,forward,60,18
Iceland,Mark Bailey,Stjarnan,forward,47,59
Rwanda,Nathan Stewart,Police,defender,57,73
Canada,Allison Valencia,Cavalry FC,forward,43,52
Bulgaria,Caleb Colon,Arda Kardzhali,goalkeeper,69,-57
Congo,Joseph Bailey,CARA Brazzaville,midfielder,42,92
Panama,Carrie Oneill,Independiente,defender,61,1
Canada,Jason Johnson,Cavalry FC,goalkeeper,66,-89
Timor-Leste,Kenneth Chandler,DIT FC,midfielder,66,51
Togo,James Arnold,Gbikinti,goalkeeper,53,-79
Finland,Heather Melton,SJK,defender,63,38
Saint Vincent and the Grenadines,Michael Scott,System 3,forward,55,44
Indonesia,Derrick Barrera,Arema FC,goalkeeper,45,-17
Papua New Guinea,Vanessa Henderson,Hekari United,forward,84,52
Venezuela,Nicholas Lucero,Caracas,goalkeeper,55,-26
Mexico,Emily Clark,Tigres,forward,60,60
Montenegro,Michael Johnson,Mornar,goalkeeper,53,-62
Iraq,Michelle Miller,Al Shorta,midfielder,54,73
Jamaica,Steven Robinson,Cavalier,goalkeeper,56,-60
Sudan,Rachel Sutton,Al Merreikh,defender,47,50
Sweden,Devin Smith,IFK Goteborg,defender,56,33
Belarus,Thomas Stone,BATE Borisov,forward,69,35
Croatia,Michael Harris,Osijek,goalkeeper,67,-49
Korea (South),Christopher Hansen,Jeonbuk Hyundai,midfielder,69,70
Djibouti,Kelly Harrington,AS Port,midfielder,50,89
Nigeria,Dawn Scott,Akwa United,midfielder,60,35
Slovakia,Lauren Jones,Zemplin Michalovce,goalkeeper,50,-44
Mexico,Vanessa Smith,Tigres,defender,63,14
Armenia,Donna Powers,Urartu,midfielder,55,52
Argentina,Thomas Stevenson,Estudiantes,forward,50,85
Egypt,Melissa Bass,Ismaily,midfielder,57,68
Gambia,Sharon Rose,Steve Biko FC,defender,40,25
India,Amber Thompson,Kerala Blasters,goalkeeper,56,-1
Libya,Mitchell Fisher,Al Tahaddy,midfielder,53,44
Costa Rica,John Turner,Herediano,defender,48,64
Australia,Stephanie Murphy,Brisbane Roar,defender,69,2
Thailand,Stacy Baker,Chonburi,goalkeeper,52,-72
Armenia,Leslie Mcgee,Ararat Yerevan,forward,50,57
Kazakhstan,Daniel Ramos,Shakhter Karagandy,midfielder,42,69
Chile,William Sanchez,Universidad Catolica,defender,58,91
Kazakhstan,Charles Savage,Tobol,defender,48,57
United Arab Emirates,Jennifer Curtis,Al Wasl,forward,70,15
Somalia,Johnathan Brown,Elman FC,goalkeeper,70,-57
Malaysia,Michael Mckee,Sabah,goalkeeper,51,-36
Afghanistan,Richard Morales,Kabul United,defender,36,2
Mali,Sarah Young,Djoliba,goalkeeper,52,-49
Jamaica,Melissa Torres,Harbour View,midfielder,38,53
Iran,Shannon Myers,Persepolis,forward,54,45
Grenada,Elizabeth Hoover,Hurricane FC,forward,49,19
Libya,Robert Ware,Al Ittihad,midfielder,43,75
Botswana,Brittany Hayes,Security Systems,defender,57,25
Netherlands,Jimmy Perez,Twente,goalkeeper,50,-73
Saint Kitts and Nevis,Michael Romero,Cayon Rockets,defender,47,30
Colombia,Rebecca Mitchell,Junior,goalkeeper,57,-88
Comoros,Bridget Dawson,Coin Nord,defender,48,43
Bahamas,Jason Obrien,Nassau United,goalkeeper,59,-85
Honduras,Lawrence Bennett,Marathon,defender,67,1
Singapore,Michelle Becker,Balestier Khalsa,forward,58,59
Denmark,Angela Hansen,Viborg,goalkeeper,62,-86
Lebanon,Christine Higgins,Nejmeh,midfielder,79,34
Finland,Kathy Avery,SJK,defender,57,20
Eswatini,Joann Rodriguez,Royal Leopards,midfielder,63,26
Senegal,Michele Edwards,US Goree,midfielder,69,72
Iran,Ralph Evans,Esteghlal,defender,78,39
Korea (North),Jonathan Sims,Pyongyang City,midfielder,67,14
Bhutan,William Martinez,High Quality FC,goalkeeper,62,-1
Gabon,Cheryl Nelson,Sogea FC,midfielder,49,87
Mozambique,Beth Massey,Ferroviario Maputo,forward,65,49
Latvia,Betty Franklin,Riga FC,goalkeeper,71,-19
Antigua and Barbuda,Tony Moody,Old Road FC,midfielder,55,72
Montenegro,Donna Dougherty,Decic,forward,63,44
South Sudan,Stephanie Morris,Al Salam Wau,goalkeeper,71,-45
Kuwait,Kimberly Hernandez,Al Qadsia,goalkeeper,77,-32
Cyprus,Joseph Hurley,Apollon Limassol,defender,61,59
South Sudan,David King,Al Hilal Wau,forward,58,74
Chad,Alicia Wilson,AS Moundou,defender,45,62
Laos,Michael Daniels,Young Elephants,forward,47,73
Uganda,Jose Sims,Onduparaka,midfielder,58,67
Laos,Richard Turner,Vientiane FC,midfielder,64,1
Iceland,Ian Jones,Valur,goalkeeper,56,-51
Tonga,Joan Vasquez,Tupou College,forward,64,66
Eswatini,Sheila Guerra,Royal Leopards,defender,67,13
Angola,Noah Mcgrath,Interclube,goalkeeper,62,-28
Equatorial Guinea,Michael Wilson,Atletico Semu,midfielder,47,58
Togo,Dawn Thompson,Semassi,forward,83,79
Syria,Joseph Henderson,Al Shorta,goalkeeper,40,-56
Vietnam,Colleen Brown,Nam Dinh,defender,50,1
Afghanistan,Daniel Stevenson,Kabul United,defender,68,53
Maldives,Andrew Smith,Maziya,midfielder,55,100
Eswatini,Joshua Washington,Young Buffaloes,defender,55,66
Qatar,Timothy Shields,Al Rayyan,defender,56,26
Tajikistan,Kenneth Maxwell,Khujand,forward,86,54
Hungary,Mike Skinner,Ferencvaros,forward,84,42
Mali,Mario Taylor,Djoliba,forward,59,60
Burkina Faso,William Hancock,Etoile Filante,forward,76,68
Bulgaria,Randy Smith,Ludogorets,forward,55,1
Mexico,Carol Smith,Tigres,midfielder,59,71
Mongolia,Michelle Kelly,Ulaanbaatar City,forward,32,47
Lesotho,Sabrina Holland,Matlama,midfielder,56,48
Estonia,Sean Peterson,Tammeka Tartu,defender,48,62
Syria,Jessica Welch,Al Futowa,goalkeeper,55,-30
Rwanda,Tyler Blankenship,Mukura,forward,71,67
Angola,Andrew Sanchez,Primeiro de Agosto,goalkeeper,67,-75
Bahrain,Carlos Smith,Al-Muharraq,defender,72,33
Italy,Melissa Miller,Inter Milan,defender,58,69
Armenia,Michael Paul,Shirak,midfielder,67,59
Angola,Kathleen Osborne,Sagrada Esperanca,goalkeeper,53,-86
Kiribati,Ellen Miller,Abaiang,forward,44,17
Seychelles,Andrea Mclean,Light Stars,defender,52,75
Namibia,Kristen Miller,Black Africa,midfielder,65,58
Lesotho,Amber Martinez,Lioli,midfielder,48,50
Sao Tome and Principe,Sean Johnson,Santana,goalkeeper,64,-90
Armenia,Jamie Perry,Ararat Yerevan,forward,50,37
Bulgaria,Amy Long,Lokomotiv Plovdiv,forward,62,18
Kuwait,Barbara King,Al Arabi,goalkeeper,46,-30
Papua New Guinea,Kim Guzman,Gulf Komara,forward,48,56
Cameroon,Sean Snyder,Canon Yaounde,defender,51,1
Lebanon,Lisa Cochran,Bourj,defender,69,66
Finland,Carolyn Jones,KuPS,forward,64,70
Tunisia,Fernando Allen,CS Sfaxien,forward,69,74
North Macedonia,Aaron Reyes,Vardar,goalkeeper,60,-51
Bahamas,Veronica Branch,United FC,forward,46,62
Serbia,Haley Smith,Cukaricki,forward,51,38
Kyrgyzstan,Kristin Soto,Neftchi Kochkor-Ata,forward,70,47
Montenegro,Joel Hobbs,Rudar,defender,59,60
Guinea-Bissau,Dylan Davis,Bula FC,defender,73,58
India,Kevin Lawrence,Bengaluru FC,defender,73,34
Libya,Curtis Kelley,Al Ahly Tripoli,defender,53,26
Yemen,Brenda Ward,Al Tilal,defender,80,58
Malawi,Gary Webb,Mighty Wanderers,goalkeeper,47,-55
Greece,David Vang,PAOK,defender,56,92
Kenya,Tracy Jones,Sofapaka,midfielder,60,22
Philippines,Robert Green,Stallion Laguna,forward,46,73
Iraq,Joseph Curtis,Al Najaf,forward,49,17
Laos,Timothy Campbell,Young Elephants,midfielder,63,59
Chad,Chad Knight,AS Moundou,forward,65,56
Burkina Faso,Brittany Taylor,ASFA Yennega,midfielder,30,61
Czech Republic,Megan Flores,Viktoria Plzen,defender,44,49
Dominican Republic,Miranda Whitehead,Atletico Pantoja,forward,57,54
Slovakia,Raymond Newton,Zemplin Michalovce,forward,56,97
Micronesia,Dr. Mary Garrett,Ulithi,midfielder,57,49
Mozambique,John George,Ferroviario Maputo,midfielder,45,22
Mexico,Amanda Morales,Guadalajara,midfielder,67,1
North Macedonia,Gary Lopez,Makedonija GP,goalkeeper,48,-73
Pakistan,Stephen Michael,Karachi Port Trust,forward,55,17
United Kingdom,Adam Edwards,Leicester,forward,51,52
Morocco,Hannah Garcia,FUS Rabat,defender,46,89
Iran,Hector Huynh,Sepahan,forward,43,77
Cameroon,Erin Johns,Bamboutos,forward,70,26
Czech Republic,Frank Taylor,Banik Ostrava,goalkeeper,43,-18
Turkmenistan,Brian Clark,Ahal,defender,59,31
Saint Kitts and Nevis,Thomas Reed,Cayon Rockets,midfielder,62,81
Sweden,Jennifer Madden,Djurgarden,midfielder,71,46
Comoros,Shirley Goodwin,Steal Nouvel,midfielder,47,40
Zambia,Shawn Allen,Red Arrows,midfielder,65,93
Belarus,Mike Johnson,Dinamo Minsk,goalkeeper,42,-47
Nauru,Jason Stokes,Aiwo,forward,70,44
Botswana,Antonio Montgomery,BDF XI,forward,65,63
Austria,Meredith Rich,Rapid Wien,forward,62,62
Spain,Christy Conner,Sevilla,defender,54,30
Namibia,Brooke Mason,Civics,goalkeeper,56,-109
Monaco,Patrick Suarez,La Condamine,defender,62,21
Uruguay,Heidi Morgan,Boston River,goalkeeper,45,-24
Monaco,Dr. David Martinez,Stade Monégasque,midfielder,57,1
Malaysia,Kevin James,Kedah,goalkeeper,55,-70
Panama,Stephanie Castillo,Tauro,midfielder,36,66
Indonesia,Lindsay Williams,Persib Bandung,goalkeeper,47,-29
Liberia,David Booker,Monrovia Club Breweries,defender,39,5
Solomon Islands,Nicole Torres,Kossa,goalkeeper,71,-69
Gambia,Kelsey Perez,Wallidan,goalkeeper,64,-52
Micronesia,Tracy Miller,Ulithi,defender,41,35
Moldova,Jeanne Todd,Petrocub,midfielder,54,95
Mali,Troy Barber,US Bougouni,defender,54,31
Guyana,Jennifer Stephens,GDF,goalkeeper,61,-36
Kazakhstan,Michael Welch,Tobol,defender,48,66
Sao Tome and Principe,Kelli Yang,FC Neves,forward,86,62
Angola,Laura Marshall,Sagrada Esperanca,forward,51,71
Haiti,Margaret Baker,Violette,goalkeeper,49,-92
Brunei,Lisa Murphy,MS ABDB,goalkeeper,58,-50
Tonga,Emily Scott,Lotoha'apai,defender,71,38
Singapore,Leroy Ramirez,Albirex Niigata (S),forward,54,52
Bahamas,Timothy Ramirez,Baha Juniors,defender,54,19
Lesotho,Sarah Myers,LDF,defender,57,73
Timor-Leste,Benjamin Hoover,Karketu Dili,goalkeeper,70,-90
Romania,Brandi Jackson,CFR Cluj,midfielder,58,60
Portugal,Annette Alvarado,Boavista,midfielder,60,80
Egypt,Luis Morgan,Ismaily,forward,55,51
Honduras,Katrina Roach,Victoria,goalkeeper,84,-12
Tonga,Debbie Dennis,Kolofo'ou,forward,40,1
Central African Republic,Johnathan Howell,Anges de Fatima,goalkeeper,62,-18
Malawi,Melissa Williams,Karonga United,midfielder,70,31
Ireland,Sarah Young,Sligo Rovers,defender,70,36
Afghanistan,Kimberly Taylor,Simorgh Alborz,midfielder,66,38
Cyprus,Pamela Brown,AEK Larnaca,midfielder,52,44
Cuba,Christian Kelley,FC La Habana,defender,58,37
Angola,Jason Harris,Kabuscorp,midfielder,70,58
Venezuela,Mark French,Estudiantes de Merida,goalkeeper,58,-44
Micronesia,Daniel Anthony,Kosrae,midfielder,65,66
Poland,Jose Ruiz,Legia Warsaw,goalkeeper,50,-59
Bangladesh,James Hall,Saif SC,defender,47,20
Jordan,Andre Stewart,Al Salt,midfielder,85,31
Brunei,Timothy Morris,MS ABDB,midfielder,55,72
Guinea-Bissau,Andrea Gonzalez DVM,Sporting Bissau,defender,51,96
Botswana,Shannon Flores,Extension Gunners,defender,50,62
Malaysia,Jose Burnett,Kuala Lumpur City,defender,48,83
Georgia,Darryl Haney,Dinamo Tbilisi,defender,31,57
India,Kristin Nguyen,ATK Mohun Bagan,defender,55,100
Venezuela,Ashley Kerr,Caracas,defender,51,21
Monaco,Michael Sullivan,Roca Team,midfielder,41,36
Sao Tome and Principe,Michael Khan,Sporting Praia Cruz,midfielder,56,17
Honduras,Lori Johnson,Marathon,goalkeeper,64,-34
Kenya,Kathleen Flores,Ulinzi Stars,goalkeeper,60,-32
United States,Gabriel Davis,New York City FC,forward,50,62
Lebanon,Katelyn Romero,Shabab Sahel,goalkeeper,50,-56
Bahamas,John Jones,Dynamos FC,goalkeeper,55,-24
Djibouti,Bryan Green,AS Boreh,forward,51,89
Marshall Islands,Jeffrey Weaver,Arno FC,defender,76,62
Belgium,Stephen Holloway,Gent,forward,52,58
Andorra,Dawn Sanchez,UE Engordany,forward,42,70
Andorra,Brandon Mueller,UE Engordany,midfielder,76,53
Slovenia,Jon Collins,Koper,goalkeeper,69,-1
Slovakia,David Burke,DAC Dunajska Streda,defender,50,44
Hungary,Felicia Reyes,Debrecen,midfielder,66,60
