Country,Name,Club,Position,Games,Goals
Sierra Leone,Michelle Campbell,Kallon,goalkeeper,64,-38
South Africa,Stephanie Johnson,SuperSport United,goalkeeper,63,-53
Latvia,George Lee,Daugavpils,defender,45,42
Botswana,Margaret Hall,Security Systems,midfielder,58,42
Montenegro,Karla Warren,Iskra,forward,85,40
Kenya,Sarah Mathis,Bandari,goalkeeper,35,-43
Poland,Jerry Lindsey,Pogon Szczecin,defender,62,93
New Zealand,Justin Mahoney,Eastern Suburbs,goalkeeper,67,-51
Mozambique,Julie Palmer,Ferroviario Maputo,defender,66,73
Costa Rica,Lisa Wheeler,Santos de Guapiles,forward,70,61
Morocco,Courtney Roy,Olympic Safi,midfielder,56,39
Tuvalu,Robert Anderson,Lakena United,goalkeeper,69,-41
Slovenia,Grace Garcia MD,Celje,goalkeeper,55,-83
Venezuela,Alexandra Shelton,Aragua,forward,50,24
Namibia,Michael Love,Unam FC,midfielder,77,41
Hungary,Sarah Martinez,Ferencvaros,defender,55,83
Dominica,George Marquez,Kubuli Strikers,midfielder,68,68
Belize,Christina Patton,Wagiya FC,defender,56,21
Nepal,Samantha Zamora,Machhindra,forward,49,52
Greece,Samuel Black,Panathinaikos,goalkeeper,53,-60
Honduras,John Barber,Real España,midfielder,60,46
Georgia,John Lewis,Torpedo Kutaisi,goalkeeper,57,-19
Kuwait,Jason Berry,Al Arabi,forward,62,36
Yemen,Heather Tucker,Al Tadamon,defender,72,45
Namibia,Lindsay Cunningham,African Stars,goalkeeper,76,-1
Georgia,Sheila Burke,Telavi,midfielder,53,53
Vanuatu,Andrew King,Tupuji Imere,goalkeeper,58,-76
Solomon Islands,Luke Howell,Central Coast,goalkeeper,62,-78
Bolivia,Joseph Campos,Royal Pari,midfielder,54,31
Korea (South),Joy Ball,Pohang Steelers,midfielder,55,47
Latvia,Erin Cross,Daugavpils,goalkeeper,70,-33
Peru,Brett Valenzuela,Alianza Lima,defender,58,57
Mali,Malik Grant,Onze Createurs,forward,42,101
Marshall Islands,Alan Rivera,Jaluit FC,forward,38,57
Finland,Patrick Bruce,Ilves,defender,62,52
Poland,Erica Cummings,Lechia Gdansk,forward,69,75
Madagascar,Jonathan Patton,AS Adema,forward,69,19
Tonga,Rodney Benjamin,Lotoha'apai,midfielder,72,68
Ghana,Amy Strong,Great Olympics,defender,63,51
Mexico,Michael Mason,Leon,defender,69,43
Eritrea,Rodney Powers,Red Sea FC,midfielder,56,15
Armenia,Christopher Delgado,Ararat Yerevan,forward,61,46
Bhutan,Beth Gross,Terton FC,defender,50,61
Dominican Republic,Haley Perkins,Delfines del Este,goalkeeper,65,-35
Fiji,Jamie Jenkins MD,Suva FC,forward,53,72
Rwanda,Mark Murphy DDS,Mukura,forward,74,27
Slovenia,Steven Allen,Koper,midfielder,70,37
Eswatini,Theodore Moore,Green Mamba,forward,52,75
Tanzania,Jennifer Good,Azam,defender,59,70
Australia,Jennifer Romero,Brisbane Roar,goalkeeper,46,-30
Jordan,Michael Black,Al Salt,goalkeeper,70,-14
Eritrea,Tamara Walker,Al-Tahrir,midfielder,57,68
Botswana,Dawn Mahoney,Mochudi Centre Chiefs,goalkeeper,63,-73
Belgium,Kristin Alexander,Standard Liege,forward,40,41
Ukraine,Dennis Hall,Shakhtar Donetsk,midfielder,47,64
Bahrain,Michelle Porter,East Riffa,midfielder,43,73
Hungary,Claudia Espinoza,Kisvarda,goalkeeper,50,-43
Venezuela,Michele Middleton,Monagas,midfielder,49,55
Hungary,Rhonda Irwin,Kisvarda,defender,49,1
France,Bryan Kennedy,Lille,forward,68,1
Comoros,Daniel Murphy,Ajax de Hahaya,forward,52,56
Kazakhstan,Kathy Marquez,Tobol,forward,64,48
Pakistan,David Kerr,Pakistan Army,goalkeeper,45,-119
Uzbekistan,Tina Myers,Nasaf,defender,65,38
Moldova,Katherine Lee,Dacia-Buiucani,goalkeeper,61,-44
Cyprus,Brian Allen,Anorthosis,forward,37,51
Belize,Jessica Perez,Placencia Assassins,goalkeeper,68,-57
Haiti,Kiara Garrett,Racing Club Haitien,goalkeeper,75,-20
Zambia,Deborah Yang,Red Arrows,defender,77,36
Finland,Jose Christensen,KuPS,midfielder,63,49
Saudi Arabia,Ashley Shepherd,Al Ahli,goalkeeper,45,-19
Israel,Tiffany Lewis,Beitar Jerusalem,forward,75,40
Afghanistan,Jonathan Herrera,Afghan FC,defender,56,52
Greece,Robert Lee,Panathinaikos,defender,49,14
Colombia,Kevin Anderson,Once Caldas,defender,75,62
Guyana,Amy Williams,Victoria Kings,defender,48,46
El Salvador,Pamela Cabrera,Alianza,midfielder,55,66
Saint Kitts and Nevis,Lori Whitaker,Cayon Rockets,goalkeeper,49,-47
Japan,Karen Jones,Yokohama F. Marinos,defender,67,4
Timor-Leste,Timothy Adkins,FC Lalenok United,midfielder,56,30
Tajikistan,Steven Murphy PhD,Istiklol,midfielder,51,47
India,David Freeman,Jamshedpur FC,defender,62,22
Tunisia,Jessica Rogers,US Monastir,forward,71,53
Bangladesh,John Lane,Mohammedan SC,defender,61,49
Morocco,Ethan Lowe,Moghreb Tetouan,forward,65,43
Thailand,Patrick Ruiz,Ratchaburi,forward,72,105
Laos,Scott Pratt,Chanthabouly,goalkeeper,59,-38
Vietnam,Sarah Thornton,Hai Phong,midfielder,53,39
Egypt,Roger Lester,Ismaily,goalkeeper,58,-44
Thailand,Jennifer Sanchez,Muangthong United,goalkeeper,74,-48
Romania,Jason Graham,Rapid Bucuresti,forward,50,37
Austria,Christopher Kelly,Sturm Graz,forward,41,67
China,Jorge Turner,Shandong Taishan,goalkeeper,76,-14
Slovakia,Amanda Gonzales,Slovan Bratislava,goalkeeper,73,-18
New Zealand,Brad Welch,Eastern Suburbs,defender,53,38
Algeria,Lisa Chavez,MC Alger,midfielder,55,54
Serbia,Kathryn Grant,Red Star Belgrade,goalkeeper,61,-73
Eritrea,Sarah Nelson,Adulis Club,defender,44,72
Nepal,Paul Walters,Three Star Club,forward,62,14
Kenya,Derrick White,Bandari,forward,64,67
New Zealand,Johnathan Hicks,Hamilton Wanderers,goalkeeper,74,-23
Kazakhstan,Carrie Payne,Astana,midfielder,57,60
Luxembourg,Melissa Garcia,Progres Niederkorn,forward,55,5
Thailand,Lisa Thompson,Port,defender,63,5
Gabon,Michael Reid,AS Mangasport,midfielder,58,94
Uzbekistan,Shannon Colon,Nasaf,forward,53,2
Algeria,Jeffrey Alvarado,CR Belouizdad,goalkeeper,51,-27
Mauritania,Emma Brown,FC Tevragh Zeina,goalkeeper,71,-31
Saudi Arabia,Ronald Garcia,Al Taawoun,midfielder,76,78
Uruguay,Rachel Jackson,Danubio,defender,34,77
Malaysia,Kim Hernandez,Kedah,goalkeeper,57,-60
Cyprus,Joshua Jones,Apollon Limassol,forward,62,25
Kazakhstan,Catherine Medina,Tobol,defender,47,46
Qatar,Cynthia Stewart,Al Rayyan,goalkeeper,59,-34
South Africa,Arthur Lutz,Cape Town City,goalkeeper,55,-84
Finland,Mr. Carlos Washington,KuPS,goalkeeper,65,-37
Suriname,April Lopez,Inter Moengotapoe,goalkeeper,62,-20
Belarus,Robert Craig,Isloch,goalkeeper,72,-104
Singapore,Tonya Lowe,Lion City Sailors,forward,64,30
Belize,Margaret Harris,Police United,midfielder,47,66
Saint Lucia,Scott Ryan,Canaries,goalkeeper,62,-1
Solomon Islands,Lisa Fletcher,Kossa,defender,51,78
Greece,Lisa Bates,PAOK,forward,54,78
Indonesia,Laura Martin,Arema FC,defender,53,53
Sierra Leone,Lori Yang,East End Lions,forward,46,58
Costa Rica,Randy Taylor,Herediano,defender,58,64
Samoa,Traci Reynolds DVM,Vaipuna,goalkeeper,78,-42
Kenya,Brian Pearson,AFC Leopards,defender,67,4
Tonga,Christina Humphrey,Navutoka,midfielder,49,19
Sierra Leone,Jeremy Smith,Old Edwardians,midfielder,62,51
Iceland,Kevin Ferrell,FH,forward,54,96
Andorra,Teresa Odom,FC Santa Coloma,goalkeeper,62,-40
Equatorial Guinea,Denise Reid,Estrella Roja,goalkeeper,56,-46
Dominica,Nichole Ashley,Exodus FC,forward,80,51
Myanmar,Patricia Dixon,Yadanarbon,midfielder,68,69
Sweden,Erin Mccormick,Djurgarden,goalkeeper,56,-106
Solomon Islands,Laurie Garrett,Real Kakamora,defender,54,47
Czech Republic,Alexander Griffin,Slavia Prague,defender,64,77
Ukraine,Mark Berger,Dnipro-1,midfielder,59,46
North Macedonia,Bradley Williams,Shkupi,defender,62,69
Timor-Leste,Deborah Reyes,Académica,forward,54,40
Mongolia,Pamela Davis,Ulaanbaatar City,midfielder,71,1
United Arab Emirates,Patricia Jimenez,Al Ain,forward,66,51
Kuwait,Patrick Hill,Al Arabi,defender,55,69
Sweden,Victoria Miller,IFK Goteborg,midfielder,57,7
Thailand,Mark Monroe,Buriram United,midfielder,58,59
Liberia,Kayla Mitchell,Invincible Eleven,defender,52,47
Haiti,Mr. Christopher Green DDS,FICA,midfielder,41,68
Dominica,Rachel Quinn,South East FC,forward,44,67
Niger,Ashley Brown,Sahel SC,midfielder,66,82
Congo,Laura Sims,AC Leopards,defender,72,30
Saint Kitts and Nevis,Lisa Mcdonald,Newtown United,midfielder,63,70
Uruguay,Linda Hurley,River Plate Montevideo,midfielder,51,1
Switzerland,Michele Gutierrez,Basel,midfielder,73,77
Sierra Leone,Joshua Davila,Old Edwardians,forward,64,19
Palau,Ashley Woods,Bulk Patrol,midfielder,78,39
Slovenia,Thomas Romero,Celje,forward,48,65
Marshall Islands,Andrew Porter,Ebeye United,midfielder,52,75
Korea (South),Jason Brown,Suwon Bluewings,midfielder,78,57
Colombia,Raymond Evans MD,Atletico Nacional,forward,53,7
Hungary,Danielle Moreno,Kisvarda,defender,60,84
Micronesia,John Cohen,Ulithi,goalkeeper,72,-37
South Sudan,Rebecca Glover,Al Rabita Juba,midfielder,54,5
Cyprus,John Horn,Omonia,defender,57,61
Canada,Sheri Vega,Pacific FC,goalkeeper,63,-52
Yemen,Susan Rojas,Al Tilal,goalkeeper,65,-55
Liberia,Brittany Chang,LISCR,defender,73,71
Algeria,Thomas Williamson,CR Belouizdad,goalkeeper,54,-57
Denmark,Amy Walker,Viborg,midfielder,62,63
Nigeria,Courtney Gonzalez,Kano Pillars,goalkeeper,61,-57
New Zealand,Sheila Arias,Team Wellington,midfielder,64,56
Italy,Katherine Lane,Juventus,midfielder,44,75
Benin,Kathy Brewer,JSP FC,defender,49,79
Kazakhstan,Stephanie Welch,Kyzylzhar,defender,78,96
Kiribati,John Rodriguez,Bairiki,midfielder,44,89
Fiji,Stephanie Johnson,Ba FC,forward,68,35
Finland,Ashley Gonzalez DVM,Honka,midfielder,48,4
Uruguay,Andrew Howell,Danubio,defender,60,77
Haiti,Richard Williams,Cavaly,midfielder,63,44
Bahrain,Lisa Wall,East Riffa,defender,59,66
Zambia,Angela Shelton,Kabwe Warriors,goalkeeper,49,-76
Lebanon,Rebecca Sullivan,Shabab Sahel,goalkeeper,75,-51
Central African Republic,Lee Reed,Anges de Fatima,midfielder,78,61
Rwanda,Julie Moreno,Bugesera,goalkeeper,52,-49
Sao Tome and Principe,Benjamin Tucker,FC Neves,defender,68,88
Algeria,Adam Beck,MC Alger,forward,43,41
Cuba,Kyle Carter,FC Villa Clara,forward,59,82
Malta,Shawn Rose Jr.,Gzira United,forward,73,78
Egypt,Sydney Fisher,ENPPI,defender,56,20
Malawi,Adam Arias,Red Lions,forward,39,37
Kenya,Cory Humphrey,Tusker,forward,58,65
Zambia,Mr. Glenn Ryan,Red Arrows,forward,64,13
Poland,Richard Meyers DVM,Pogon Szczecin,defender,79,74
Saudi Arabia,Angela Wells,Al Hilal,defender,60,83
Saint Vincent and the Grenadines,Emily Davidson,Sion Hill,midfielder,76,14
Samoa,Tammy Smith,Moataa,forward,64,66
Mali,Mrs. Joy Williams,COB,midfielder,68,24
Nicaragua,Edgar Smith,UNAN Managua,forward,40,56
Sweden,Dennis Patel,AIK,midfielder,71,35
Indonesia,Amy Robinson,Bali United,forward,65,33
Botswana,Jessica Montgomery,Township Rollers,forward,65,25
Bulgaria,Lindsey Foster,Lokomotiv Plovdiv,forward,46,53
Cuba,Christopher Martin,FC Pinar del Rio,goalkeeper,61,-35
Bulgaria,Krista Turner,Levski Sofia,goalkeeper,50,-58
Switzerland,Michael Jones,Basel,midfielder,74,58
Netherlands,Melissa Fuller,Ajax,midfielder,74,17
Fiji,Megan Lawrence,Labasa FC,forward,80,4
Angola,Jennifer Sanchez,Primeiro de Agosto,midfielder,44,48
Guatemala,Anna Bolton,Guastatoya,goalkeeper,47,-54
Nauru,Brian Anderson,Boe,goalkeeper,74,-32
Egypt,Whitney Lee,Ismaily,goalkeeper,62,-45
Italy,Gary Mclaughlin,AC Milan,midfielder,69,30
Tajikistan,Debra Villa,Fayzkand,midfielder,52,44
Thailand,Cody Hobbs,Chonburi,forward,40,41
Mozambique,David Kent,Ferroviario Beira,midfielder,63,57
Mongolia,Wesley Ross,Athletic 220,midfielder,75,56
Korea (South),Frederick Smith IV,Incheon United,forward,68,21
Suriname,Shelby Harmon,SNL,forward,68,73
Guinea,Mr. Eric Anderson,CI Kamsar,goalkeeper,87,-65
Madagascar,Gregory Thomas,DSA Antananarivo,forward,70,87
Malawi,Mark Gonzales,Blue Eagles,defender,64,35
El Salvador,Andrew Edwards,Santa Tecla,forward,70,49
India,Heather Johnson,Kerala Blasters,midfielder,66,54
Netherlands,Alyssa Chavez,FC Utrecht,goalkeeper,65,-80
Malawi,Scott David,Nyasa Big Bullets,defender,58,13
Gambia,Colton Kirby,Fortune FC,forward,47,41
Morocco,Victoria Anderson,FUS Rabat,midfielder,53,75
Uzbekistan,Aaron Hubbard,Navbahor,goalkeeper,53,-63
Finland,Brandon Bradley,HJK Helsinki,forward,57,32
Afghanistan,Brian Castro,Afghan FC,midfielder,70,55
San Marino,Jennifer Aguilar,Tre Penne,midfielder,85,23
Azerbaijan,Jessica Strickland,Gabala,defender,55,57
Moldova,Brian Cook,Dacia-Buiucani,forward,56,21
Iceland,Richard Harris,FH,defender,40,68
Afghanistan,Elizabeth Phillips,Afghan FC,goalkeeper,67,-25
Cameroon,Jennifer Russell,Avion Academy,defender,46,84
Honduras,Scott Christian,Platense,midfielder,58,52
Italy,Patricia Terrell,Napoli,defender,60,50
Lithuania,Matthew Morris,Panevezys,midfielder,72,51
Nicaragua,Kimberly Hall,UNAN Managua,forward,45,41
Tanzania,Laura Wilson,Young Africans,midfielder,62,12
Burundi,Patrick Ramsey,Aigle Noir,goalkeeper,68,-81
Uruguay,Erin Price,Montevideo Wanderers,midfielder,33,4
Bosnia and Herzegovina,Rachel Rodriguez MD,Sarajevo,defender,62,69
Chad,Michelle Morgan,Tourbillon FC,goalkeeper,69,-66
Latvia,Mark Michael,Daugavpils,forward,50,39
Armenia,Victor Smith,Alashkert,goalkeeper,63,-34
Vietnam,Nancy Marsh,Hanoi FC,goalkeeper,82,-89
India,Melissa Woods,Hyderabad FC,midfielder,70,53
Solomon Islands,Matthew Decker,Laugu United,goalkeeper,35,-39
Kazakhstan,Scott Robinson,Shakhter Karagandy,midfielder,71,62
Tunisia,Tom Watts,CA Bizertin,goalkeeper,56,-50
Israel,David Kim,Maccabi Haifa,goalkeeper,43,-49
Kuwait,Carlos Young,Al Kuwait,defender,44,64
Vanuatu,Jason Lopez,Erakor Golden Star,midfielder,59,26
Uruguay,Nicole Turner,Danubio,goalkeeper,62,-51
Jordan,Adam Acosta,Al Wehdat,forward,52,57
Nicaragua,Stephanie Johnson,UNAN Managua,midfielder,57,26
Indonesia,Katherine Hamilton,PSM Makassar,forward,57,31
Bahamas,Tiffany Gibson,Dynamos FC,midfielder,48,33
North Macedonia,Cathy Sanchez,Shkupi,midfielder,46,52
Equatorial Guinea,Marilyn Robinson,Leones Vegetarianos,goalkeeper,63,-64
Sao Tome and Principe,Nicole Rivera,6 de Setembro,defender,59,79
Mauritania,Bonnie Anderson,ACS Ksar,defender,65,39
Albania,Allison Scott,Dinamo Tirana,goalkeeper,47,-11
China,Lynn Campbell,Wuhan Three Towns,forward,63,48
Lebanon,James Smith,Al Ahed,defender,58,39
El Salvador,Tammy Humphrey,Santa Tecla,midfielder,54,87
Cambodia,Arthur Lewis,Nagaworld,defender,58,32
Benin,Russell Mendoza,JSP FC,defender,75,49
Bulgaria,Mr. Justin Wallace MD,Levski Sofia,midfielder,66,12
Algeria,James Paul,JS Kabylie,goalkeeper,51,-22
Kenya,Christopher Gutierrez,AFC Leopards,midfielder,58,64
Cuba,Stephen Lopez,FC Camaguey,goalkeeper,47,-107
Lesotho,Kimberly James,Matlama,forward,61,35
Vanuatu,Tom Holmes,Malampa Revivors,midfielder,63,14
Papua New Guinea,Rachel Hall,Morobe Wawens,forward,28,64
Poland,Brad Santana,Wisla Krakow,defender,60,50
Denmark,Jessica Richmond,Midtjylland,goalkeeper,52,-56
Jordan,Joshua Wright,Al Faisaly,defender,68,15
Peru,Jamie Ferrell,Cienciano,forward,55,78
Mongolia,Brian Mcdaniel,SP Falcons,goalkeeper,50,-75
Saudi Arabia,Todd Griffith,Al Shabab,defender,50,20
Bangladesh,Kenneth Best,Sheikh Russel,forward,63,52
Croatia,Joseph Gonzalez,Hajduk Split,defender,58,46
Ukraine,Thomas Patrick,Dnipro-1,goalkeeper,64,-58
Barbados,Vanessa Jordan,Paradise SC,midfielder,44,46
Netherlands,Michael Wallace,PSV,midfielder,80,47
Lesotho,Sharon Wright,Linare,goalkeeper,78,-52
Austria,Zachary Cook,Rapid Wien,midfielder,45,43
United States,Andrew Gutierrez,Atlanta United,midfielder,51,61
Gabon,Alyssa Mcbride,AS Mangasport,midfielder,72,52
Romania,Dr. Lisa Morgan,Rapid Bucuresti,goalkeeper,55,-54
Canada,Katelyn Anderson,Valour FC,defender,57,44
Japan,Mr. Kevin Rivera III,Yokohama F. Marinos,defender,68,1
Syria,Daniel Bailey,Al Jaish,forward,78,47
Kyrgyzstan,Mary Moore,Kara-Balta,goalkeeper,66,-13
Yemen,Steven Edwards,Al Ahli Sanaa,midfielder,38,43
Andorra,Christina Johnson,FC Ordino,midfielder,60,48
Armenia,Corey Nicholson,Shirak,defender,76,26
Laos,Paul Jackson,Savannakhet,midfielder,79,42
Portugal,Martha Carter,Porto,midfielder,83,52
San Marino,Stephanie Gibson,Tre Penne,forward,78,58
Micronesia,Matthew Jenkins,Chuuk,forward,73,89
Azerbaijan,Julia Sanchez,Kapaz,defender,58,61
Madagascar,Sara Browning,Tia Kitra,midfielder,50,37
Thailand,Carla Harrison,Ratchaburi,midfielder,45,46
Sierra Leone,Brett Boyle,Mighty Blackpool,midfielder,65,56
Japan,Susan Montes,Nagoya Grampus,midfielder,73,27
Malawi,Mrs. Ashley Grimes MD,Blue Eagles,goalkeeper,60,-1
Bangladesh,Paul Sloan,Abahani Dhaka,forward,60,79
Bahamas,Cameron Adams,Baha Juniors,defender,79,27
South Africa,Courtney Sanchez,Stellenbosch,goalkeeper,55,-29
Korea (North),Jessica Sharp,Amrokgang,goalkeeper,50,-50
Gabon,Beth Baker,Cercle Mbéri Sportif,midfielder,62,67
Uruguay,John Huber,Liverpool Montevideo,defender,69,45
El Salvador,Jonathan Cruz,Chalatenango,forward,59,24
Honduras,Julie Johnson,Victoria,forward,30,53
Japan,Joyce Snow,Urawa Reds,midfielder,46,9
Lesotho,Sean Wilcox,Linare,forward,58,76
Czech Republic,Angela Benson,Jablonec,defender,71,70
Seychelles,Timothy Bradford,St Michel United,defender,80,75
Czech Republic,James Contreras,Jablonec,goalkeeper,69,-78
Togo,Jennifer Romero,Kotoko,goalkeeper,50,-62
Iceland,Tammy Briggs,Stjarnan,defender,54,59
Saudi Arabia,Ashley Bailey,Al Fateh,defender,54,59
Comoros,Linda Odonnell,Ajax de Hahaya,goalkeeper,67,-37
Ghana,Jordan Woodard,Medeama,midfielder,75,63
Mali,Brad Collins,Onze Createurs,defender,90,59
Bhutan,Mason Hayes,High Quality FC,goalkeeper,52,-41
United Kingdom,Michael Schmidt,Tottenham,goalkeeper,42,-23
France,Lindsay Wilson,Lyon,defender,57,46
Sweden,Andrew Wolfe,AIK,defender,39,37
Sierra Leone,David Wheeler,FC Johansen,forward,76,27
Bosnia and Herzegovina,Natalie Wilson,Zrinjski Mostar,forward,42,59
Gabon,Jessica Bolton,Stade Mandji,forward,66,87
Senegal,Joseph Mason,ASC Linguere,defender,81,1
Peru,Omar Rivers,Universitario,defender,73,36
Bangladesh,John Adams,Brothers Union,goalkeeper,65,-84
Brunei,Timothy Sandoval,MS ABDB,midfielder,70,80
Barbados,Nancy Patel,UWI Blackbirds,midfielder,69,75
Rwanda,David Wagner,Gasogi United,defender,70,59
Paraguay,Jesse Wells,Libertad,midfielder,65,26
United States,Sean Moore,Philadelphia Union,forward,58,52
Bulgaria,Keith Long,Levski Sofia,defender,76,22
Lebanon,Susan Osborne,Al Ahed,defender,67,60
Burkina Faso,Nicholas Prince,RC Bobo,defender,63,60
Niger,Randy Franklin,Olympic Niamey,midfielder,72,41
Bulgaria,Christopher Martin,Arda Kardzhali,forward,34,19
Vanuatu,Robert Reynolds,Amicale,goalkeeper,37,-69
Israel,Bradley Wade,Hapoel Tel Aviv,goalkeeper,51,-74
Finland,Sydney Romero,HJK Helsinki,goalkeeper,77,-93
Indonesia,Sarah Huerta,Persebaya Surabaya,forward,58,84
Norway,Anthony Mcdonald,Brann,forward,49,108
Singapore,Vincent Fitzgerald,Tanjong Pagar,defender,55,54
Guyana,Sierra Houston,Ann's Grove United,forward,58,69
Romania,Melissa Anderson,FCSB,goalkeeper,48,-26
Spain,Debbie Jones,Real Madrid,midfielder,57,52
Mauritania,Mallory Jones,Gendrim,defender,44,62
Latvia,Hannah Bond,Spartaks Jurmala,forward,50,48
Bulgaria,Joshua Willis,Botev Plovdiv,defender,76,32
Dominica,Alexis Hernandez,Dublanc FC,defender,62,71
Costa Rica,Deborah Jackson,San Carlos,forward,68,42
Peru,Carolyn Mcdowell,Sport Huancayo,goalkeeper,64,-68
Greece,Amber King,PAOK,defender,56,77
Brunei,Sarah Bowman,Kasuka FC,defender,76,104
Peru,Monica Moore,UTC Cajamarca,forward,65,20
Netherlands,Katie Oneill,FC Utrecht,defender,37,80
Bangladesh,Jane Edwards,Mohammedan SC,forward,42,70
Mauritius,Ann Cummings,Pamplemousses,midfielder,62,35
Liechtenstein,James Hernandez,Vaduz,goalkeeper,48,-75
Cape Verde,Sarah White,Academica do Sal,forward,48,19
Guinea,Larry Jimenez,CI Kamsar,midfielder,54,40
Antigua and Barbuda,Kimberly Brown,Grenades FC,defender,63,84
Bhutan,Jeremy Kim,Druk United,forward,61,51
Mali,Jonathan Robinson,Stade Malien,midfielder,76,79
Sao Tome and Principe,Kevin Martin,Alianca Nacional,goalkeeper,70,-36
Bahamas,Michael Padilla,Cavalier FC,goalkeeper,59,-55
Kyrgyzstan,Angel Griffin,Kara-Balta,goalkeeper,61,-72
Paraguay,Jessica Diaz,Sol de America,midfielder,57,17
Zambia,Angela Hampton,Green Buffaloes,defender,69,11
Switzerland,Hunter Gonzalez,Zurich,forward,57,14
